page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
NA,FoxNews,15704546335,MEDIA_NEWS_COMPANY,US,"Welcome to the official Fox News Facebook page. Get breaking news, must see videos & exclusive interviews from the #1 name in news. foxnews.com/contact",2008-04-30T18:26:36Z,18722581,22598263,2021-06-18T14:45:35Z,2021-06-18,14:45:35,Photo,76008,55801,6103,6717,5904,67,1025,29,227,135,NA,-,0,0,0,N/A,https://www.facebook.com/15704546335/posts/10160769033971336,"During his speech Friday at the Faith & Freedom Coalition's Road to Majority Conference, former Vice President Mike Pence slammed critical race theory, saying ""it's past time for America to discard the left-wing reflex to see systemic racism across our nation."" https://bit.ly/3vDxdUH:=:https://nation.foxnews.com/faith-and-freedom-coalition-road-to-majority-conference/?cmpid=org=NAT::ag=owned::mc=organicsocial::src=FB::cmp=organicsocial::add=FaithAndFreedomConference_Platform&utm_source=organicsocial&utm_medium=FB&utm_campaign=organicsocial&utm_content=FaithAndFreedomConference_Platform",https://www.facebook.com/FoxNews/photos/a.184044921335/10160769022626336/?type=3,NA,""" Critical race theory is racism, pure and simple. And it should be rejected by every American of every race. -Former VP Mike Pence Ua NEWS channel DrewAngerer/GettyImages",NA,NA,NA,NA,NA,5.09,Fox News,2021-06-19T00:00:00Z
NA,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3483750,4083197,2021-03-18T11:22:35Z,2021-03-18,11:22:35,Link,75935,51618,4309,5437,13966,64,46,6,31,458,NA,-,0,0,0,N/A,https://www.facebook.com/100047112765345/posts/268446678069089,"DeSANTIS: ""Florida’s civics curriculum will incorporate foundational concepts with the best materials and it will expressly exclude unsanctioned narratives like critical race theory and other unsubstantiated theories...""",https://hannity.com/media-room/hate-off-the-curriculum-desantis-vows-to-scrub-critical-race-theory-from-public-schools/,NA,NA,‘HATE’ OFF THE CURRICULUM: DeSantis Vows to Scrub ‘Critical Race Theory’ from Public Schools | Sean Hannity,"From Fox News: Florida Gov. Ron DeSantis this week condemned critical race theory, saying there is “no room” for it in Florida classrooms. DeSantis this week proposed to spend $106 million to support civics education in the state after receiving the boost in funding from the coronavirus stimulus...",NA,NA,NA,12.99,Sean Hannity,2021-03-18T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6014099,7473607,2020-09-22T19:32:03Z,2020-09-22,19:32:03,Link,75774,57027,2442,5503,10286,234,108,5,17,152,NA,-,0,0,0,N/A,https://www.facebook.com/203805062990264/posts/4255582854479111,BREAKING NEWS.,https://www.dailywire.com/news/breaking-trump-bans-u-s-from-doing-business-with-those-who-promote-harmful-far-left-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,BREAKING: Trump Bans U.S. From Doing Business With Those Who Promote Harmful Far-Left Critical Race Theory | The Daily Wire,President Donald Trump announced on Tuesday afternoon that he has banned the U.S. government from doing business with people and companies who promote,NA,NA,NA,12.14,NA,2020-09-23T00:00:00Z
Charlie Kirk,realCharlieKirk,100044197895731,PERSON,US,Founder & President of Turning Point USA. Proud capitalist. Best Selling Author. Eagle Scout.,2017-08-23T02:20:02Z,799885,1684770,2020-10-08T17:00:05Z,2020-10-08,17:00:05,Native Video,75412,35546,3033,30711,4435,658,372,208,268,181,owned,Yes,1076760,1278614,0,00:07:12,https://www.facebook.com/112735922758892/posts/663713634327782,"This is so important For more, SUBSCRIBE to The Charlie Kirk Show TODAY: apple.co/2VCxGsh:=:https://podcasts.apple.com/us/podcast/the-charlie-kirk-show/id1460600818",https://www.facebook.com/realCharlieKirk/videos/352737986161674/,https://www.facebook.com/realCharlieKirk/videos/the-best-argument-against-crt/352737986161674/,NA,The Best Argument Against CRT,NA,NA,NA,NA,9.88,NA,2020-10-09T00:00:00Z
NA,bennyjohnson,100044167312598,DIGITAL_CREATOR,US,"🇺🇸  Family, God, America
🎙️ Host - The Benny Show
 📺 Anchor - NewsmaxTV
🎥  Contributor - TPUSA",2016-10-05T16:54:43Z,398801,1081950,2021-06-18T09:21:06Z,2021-06-18,09:21:06,Native Video,75411,35637,2978,23951,12260,124,98,17,31,315,crosspost,Yes,349977,606384,3091948,00:04:25,https://www.facebook.com/170168510099531/posts/1259184484531256,Watch this parent absolutely obliterate Critical Race Theory at an Illinois school board meeting: “How do I have two medical degrees if I’m sitting here oppressed?”,https://www.facebook.com/bennyjohnson/videos/841016573287491/,NA,NA,Watch This Parent Destroy Critical Race Theory Forever,NA,NA,NA,NA,5.24,Benny Johnson,2021-06-18T00:00:00Z
NA,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3539493,4038150,2021-05-22T09:55:00Z,2021-05-22,09:55:00,Native Video,75197,51905,3400,10355,9061,61,94,19,97,205,crosspost,Yes,399621,478263,654202,00:03:08,https://www.facebook.com/100047112765345/posts/322035689376854,Governor Ron DeSantis Blasts Taxpayer Funded Critical Race Theory in Schools,https://www.facebook.com/SeanHannity/videos/777144663191819/,NA,NA,DeSantis Blasts Taxpayer Funded Critical Race Theory in Schools,NA,NA,NA,NA,4.11,Sean Hannity,2021-05-22T00:00:00Z
NA,turningpointusa,100064275866335,NON_PROFIT,US,"We educate students about the importance of fiscal responsibility, free markets, and limited gov.",2012-06-05T18:39:53Z,1980386,2556357,2021-06-03T10:43:01Z,2021-06-03,10:43:01,Native Video,75144,37230,3393,18098,15712,40,33,4,7,627,owned,Yes,324145,514201,0,00:01:02,https://www.facebook.com/376776419037747/posts/4130877983627553,Parenting Done Right! #BigGovSucks,https://www.facebook.com/turningpointusa/videos/207255117788275/,NA,NA,Critical Race Theory DESTROYED In 60 Seconds,NA,NA,NA,NA,11.18,Turning Point USA,2021-06-03T00:00:00Z
NA,FoxNews,15704546335,MEDIA_NEWS_COMPANY,US,"Welcome to the official Fox News Facebook page. Get breaking news, must see videos & exclusive interviews from the #1 name in news. foxnews.com/contact",2008-04-30T18:26:36Z,18716873,22563935,2021-06-03T12:07:20Z,2021-06-03,12:07:20,Photo,74631,45419,4442,9040,15030,27,102,12,8,551,NA,-,0,0,0,N/A,https://www.facebook.com/15704546335/posts/10160723741901336,"After going viral in a TikTok video for opposing critical race theory, Kory Yeshua, alongside his daughter Royalty, explained on 'Fox & Friends' Thursday what inspired him to push back on the racially charged academic movement. https://fxn.ws/3g9XELY:=:https://www.foxnews.com/media/critical-race-theory-kory-yeshua-father-daughter-viral",https://www.facebook.com/FoxNews/photos/a.184044921335/10160723741126336/?type=3,NA,""" wanted to get out there and show the world what teach my daughter and the values I try to instill in her, and that's to see people for who they are for the content of their character and not the color of their skin. -Kory Yeshua on speaking out against critical race theory",NA,NA,NA,NA,NA,5,Fox News,2021-06-04T00:00:00Z
NA,georgehtakei,205344452828349,ACTOR,US,"George Takei's Facebook Page is part of the Oh Myyy family of properties, developed by George Takei",2011-03-23T16:55:30Z,9698225,9075380,2021-05-30T09:03:29Z,2021-05-30,09:03:29,Photo,74420,12077,5146,14472,143,1451,114,22181,18152,684,NA,-,0,0,0,N/A,https://www.facebook.com/205344452828349/posts/5170669522962459,"The heart is heavy, the mind reels.",https://www.facebook.com/photo.php?fbid=10157669602425443&set=p.10157669602425443&type=3,NA,NA,Jay,"100 years ago this weekend, over 300 Black residents of Tulsa were killed by an angry and armed white mob, and an entire affluent Black community burned to the ground, its residents sent to camps to live. Here’s how it was reported at the time. This is why we need Critical Race Theory. Because our nation’s violent, racist past has been completely whitewashed.

Original: https://www.tulsaworld.com/app/race-riot/pdf/June-1-1921.pdf",NA,NA,NA,1.96,George Takei,2021-05-30T00:00:00Z
Coffee Party USA,coffeeparty,100064567426626,PERSON,US,"Coffee Party USA is a grassroots, transpartisan movement to restore a spirit of democracy in America.",2010-01-26T06:13:31Z,1058975,925632,2021-10-17T07:00:57Z,2021-10-17,07:00:57,Photo,74097,32601,9537,25846,4341,208,129,818,116,501,NA,-,0,0,0,N/A,https://www.facebook.com/100064567426626/posts/240097754819137,"""If studying history always makes you feel proud and happy, you probably aren't studying history.""",https://www.facebook.com/photo.php?fbid=240097731485806&set=a.223388919823354&type=3,NA,"Those against CRT (Critical Race Theory) in our schools never understood the lesson below: Let's say it again... Studying history will sometimes disturb you. Studying history wil sometimes upset you. Studying history will sometimes make you furious. If studying history always makes you feel proud and happy, you probably aren't studying history.",NA,NA,NA,NA,NA,19.33,NA,2021-10-17T00:00:00Z
Heather Cox Richardson,heathercoxrichardson,100044557238708,AUTHOR,US,Heather Cox Richardson is a political historian who uses facts and history to put the news in context,2013-04-11T18:02:29Z,1043492,1497282,2021-10-28T00:28:46Z,2021-10-28,00:28:46,Status,73659,48514,3013,17049,3441,812,15,283,211,321,NA,-,0,0,0,N/A,https://www.facebook.com/100044557238708/posts/425638952264676,"October 27, 2021 (Wednesday) At a hearing before the Senate Judiciary Committee today, Republican senators accused Attorney General Merrick Garland of “siccing” the FBI on parents who are simply concerned about their child’s education. The backstory is that there has been a coordinated effort across the country to whip up protests at school board meetings over mask mandates and opposition to teaching Critical Race Theory in K–12 schools (where it is not taught), and they have gotten heated enough that protesters have threatened the lives of school board members, teachers, administrators, and school staff. In response, the National School Board Association (NSBA) wrote to the administration asking for federal help in addressing the increasing threats. Garland issued a memo calling for federal law enforcement to work with local law enforcement as necessary to protect school board members. Under pressure from Republican state representatives, the NSBA apologized for some of the language it had used in its initial letter—it suggested the protesters were engaging in domestic terrorism, for example—and today senators tried to get Garland, too, to apologize for his memo. He refused. ""I wish if senators were concerned about this that they would quote my words,"" he said. ""This memorandum is not about parents being able to object in their school boards. They are protected by the First Amendment as long as there are no threats of violence, they are completely protected."" It was painfully obvious that the Republicans, especially Senators Tom Cotton (R-AR) and Ted Cruz (R-TX), were trying to create sound bites for right-wing media, and perhaps to undermine Garland’s credibility should the Department of Justice bring charges against high-ranking lawmakers over the events of January 6. They portrayed Garland as part of a conspiracy to crush American liberty and demanded his resignation. It appears to be the new conspiracy theory of the Trump Republicans to say that the administration is hunting them: Fox News Channel personality Tucker Carlson is advertising an upcoming special that appears to suggest that the Democratic-controlled government is launching a war on right-wing Americans. But that increasing hysteria feels as if it has desperation behind it. We learned recently that 18 members of Trump’s White House staff are cooperating voluntarily with the House Select Committee to Investigate the January 6th Attack on the United States Capitol. Only Stephen K. Bannon is not. These voices not only are likely to turn up valuable information, but also indicate that White House staffers are less worried about the wrath of the former president than the wrath of Congress. If Trump has lost control of his team, it’s a whole new ball game. Anyone who can get out from under the wreckage will do so, and fast. That will make those remaining desperate to regain power. And Trump himself is facing more trouble. Today his lawyers asked a judge to block the IRS from giving his taxes to the House Ways and Means Committee. Another indication of desperation today came from Georgia, where Senate Minority Leader Mitch McConnell endorsed Herschel Walker for the Republican nomination for the Senate. Although he brings to the table name recognition as a famous football player, Walker is a deeply problematic candidate. First of all, it is not even clear he can run in Georgia since he lives in Texas—he switched his voting registration to an Atlanta home owned by his wife in August. Walker has a history of domestic violence and questionable business dealings. Walker’s ex-wife said he pointed a gun at her and said: “I’m going to blow your f---ing brains out.” Walker’s ex-girlfriend told police he made a similar threat to her. But Walker has said the 2020 election in Georgia was fraudulent, and Trump strongly endorsed him. McConnell opposed Walker’s candidacy this summer and, just a week ago, suggested to CNN that the former president should stay out of the midterms. But on Monday, Senator John Thune (R-SD), the second-ranking Republican senator, endorsed Walker. Today Senator John Barrasso (R-WY), the Chairman of the Senate Republican Conference—the third-ranking Republican senator—endorsed him, too. And so did McConnell, bowing to the recognition that the Republicans need Trump’s voters to win so badly that they must let Trump call the shots. “I am happy to endorse Herschel Walker for U.S. Senate in Georgia,” McConnell said. “Herschel is the only one who can unite the party, defeat Senator [Raphael] Warnock, and help us take back the Senate.” Conservative editor Bill Kristol noted on Twitter that McConnell said nothing about Walker being qualified for the position. The Republicans want power. Already, Republican lawmakers are using unprecedented measures to dictate to the Democratic president. Today, Senator Chris Murphy (D-CT) called out Cruz for blocking all but four of President Joe Biden’s picks for ambassadorships (he let through (truncated)",NA,NA,NA,NA,NA,NA,NA,NA,1.14,NA,2021-10-28T00:00:00Z
Dan Bongino,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2153165,4573740,2021-06-23T13:14:51Z,2021-06-23,13:14:51,Link,73333,13782,15291,5516,515,1880,33967,286,2051,45,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4391237884302272,This lib teacher is TRIGGERED now that she can't teach CRT anymore 😂,https://rumble.com/viy0id-texas-teacher-loses-her-mind-now-that-she-cant-teach-crt-to-students.html?mref=22lbp&mc=56yab,NA,NA,Texas Teacher LOSES HER MIND Now That She Can't Teach CRT To Students,This is exactly why the law exists.,NA,NA,NA,5.11,NA,2021-06-24T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6323644,7894603,2021-04-27T23:39:06Z,2021-04-27,23:39:06,Link,73172,62585,1606,6669,1662,129,42,68,350,61,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/329939228487388,Critical Race Theory is a poison.,https://www.dailywire.com/news/gop-congressmen-join-forces-to-denounce-secretary-of-education-for-pushing-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,GOP Congressmen Join Forces To Denounce Secretary Of Education For Pushing Critical Race Theory,Republican Reps. Doug Lamborn of Colorado and Jeff Duncan of South Carolina sent a letter to Secretary of Education Miguel Cardona on Tuesday expressing,NA,NA,NA,18.99,NA,2021-04-28T00:00:00Z
NA,americansnippets,1662317660757785,PODCAST,US,"American Snippets is for America’s boldest citizens. The Podcast, Events, Great American Syndicate Community and Apparel are for those who understand patriotism is our common bond and the foundation upon which we can all unite.",2016-07-27T17:04:28Z,30010,32372,2021-06-01T18:56:46Z,2021-06-01,18:56:46,Native Video,73000,36268,2871,16142,17078,16,34,7,7,577,owned,Yes,238760,417980,0,00:00:58,https://www.facebook.com/1662317660757785/posts/2985811471741724,Heartwarming Father-Daughter video stops Critical Race Theory in its tracks. ❤️ Take this survey and win a free shirt: https://bit.ly/wethepeople-survey:=:https://join.greatamericansyndicate.com/gas-patriot-1776,https://www.facebook.com/americansnippets/videos/141724198019752/,NA,NA,NA,NA,NA,NA,NA,339.53,American Snippets,2021-06-02T00:00:00Z
NA,newsbusters,6333396177,NEWS_SITE,US,"America’s leading media watchdog in documenting, exposing and neutralizing liberal media bias.",2007-12-04T18:04:34Z,2936006,2776006,2021-06-04T13:01:25Z,2021-06-04,13:01:25,Native Video,72040,39559,2958,16434,12467,18,54,13,10,527,crosspost,No,432480,566222,949013,00:01:03,https://www.facebook.com/6333396177/posts/10159884188496178,Watch one dad tear into critical race theory that would teach his daughter to judge people by the color of their skin.,https://www.facebook.com/newsbusters/videos/457785268534993/,NA,NA,Watch This Awesome Dad Destroy Critical Race Theory In Under A Minute,NA,NA,NA,NA,83,NewsBusters.org,2021-06-05T00:00:00Z
NA,repjimjordan,100044528765819,GOVERNMENT_OFFICIAL,US,Proudly representing Ohio's 4th district and fighting for fiscal responsibility in Washington,2008-11-17T18:14:53Z,457425,582176,2021-07-06T11:56:09Z,2021-07-06,11:56:09,Status,71755,48150,11851,3358,5566,60,2063,52,573,82,NA,-,0,0,0,N/A,https://www.facebook.com/35499336459/posts/10159383642036460,Defund Critical Race Theory.,NA,NA,NA,NA,NA,NA,NA,NA,3.63,Jim Jordan,2021-07-06T00:00:00Z
Michael Knowles,michaelknowlesshow,100044546974605,NEWS_PERSONALITY,US,"""a dapper, lib-triggering troll"" —Vanity Fair",2013-01-29T23:15:20Z,971819,1119440,2021-04-11T12:14:35Z,2021-04-11,12:14:35,Native Video,71655,47727,2624,11097,9881,31,12,17,24,242,crosspost,-,230938,375837,6764831,00:03:07,https://www.facebook.com/100044546974605/posts/296225695205661,"Gov. DeSantis: ""There's no room in our classrooms for things like Critical Race Theory""",NA,NA,NA,NA,NA,NA,NA,NA,47.49,NA,2021-04-12T00:00:00Z
NA,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3829829,4437649,2021-06-19T19:17:02Z,2021-06-19,19:17:02,Native Video,71293,46451,1897,11272,11235,84,32,5,8,309,crosspost,Yes,423479,497575,516692,00:03:47,https://www.facebook.com/100047112765345/posts/342553830658373,Illinois Dad Who Went Viral for Slamming CRT: 'Color Was Never Discussed in My House At All',https://www.facebook.com/SeanHannity/videos/392986215419221/,https://www.facebook.com/SeanHannity/videos/father-blasts-critical-race-theory-in-viral-speech/392986215419221/,NA,Father Blasts Critical Race Theory in Viral Speech,NA,NA,NA,NA,4.65,Sean Hannity,2021-06-20T00:00:00Z
Sean Hannity,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3829829,4437649,2021-06-19T19:17:02Z,2021-06-19,19:17:02,Native Video,71293,46451,1897,11272,11235,84,32,5,8,309,crosspost,Yes,423479,497575,516692,00:03:47,https://www.facebook.com/100047112765345/posts/342553830658373,Illinois Dad Who Went Viral for Slamming CRT: 'Color Was Never Discussed in My House At All',https://www.facebook.com/SeanHannity/videos/392986215419221/,https://www.facebook.com/SeanHannity/videos/father-blasts-critical-race-theory-in-viral-speech/392986215419221/,NA,Father Blasts Critical Race Theory in Viral Speech,NA,NA,NA,NA,4.65,NA,2021-06-20T00:00:00Z
NA,heathercoxrichardson,100044557238708,AUTHOR,US,Heather Cox Richardson is a political historian who uses facts and history to put the news in context,2013-04-11T18:02:29Z,1018755,1474069,2021-08-29T02:02:30Z,2021-08-29,02:02:30,Status,71068,47928,2123,16978,1339,265,16,1005,107,1307,NA,-,0,0,0,N/A,https://www.facebook.com/100044557238708/posts/386802549481650,"August 28, 2021 (Saturday) Today, Americans across the country marched for voting rights. They recognize that our right to have a say in our government is slipping out of our hands. At a rally in Washington, Martin Luther King III told the crowd, “Our country is backsliding to the unconscionable days of Jim Crow. And some of our senators are saying, ‘Well, we can’t overcome the filibuster,’.... I say to you today: Get rid of the filibuster. That is a monument to white supremacy we must tear down.” Since 1986, Republicans have worked to limit access to the polls, recognizing that when more people vote, they lose. Those restrictions took off after 2013 when, in the Shelby County v. Holder decision, the Supreme Court gutted the provision of the 1965 Voting Rights Act that required the Department of Justice to sign off on changes to voting in states with histories of racial discrimination. That decision opened the way to voter restrictions, but voting laws have come especially fast and furious this year. Republicans have refused to accept that the election of Democrat Joe Biden was legitimate and, in Republican-dominated states, have worked to make sure Democrats do not have the power to elect another president in the future. Between January 1 and July 14 of this year, at least 18 states have enacted 30 laws restricting access to the vote. Their plan is clearly to make sure those states stay Republican, no matter what the voters actually want. This lack of competition destroys Democrats’ chances of winning elections, but it also pushes the Republican Party further and further to the right. With states sewn up for a Republican victory, potential Republican presidential candidates have to worry less about winning a general election than about winning the primaries. Because primary voters are always the most energized and partisan voters, and because for the Republicans that currently means staunch Trump supporters, those vying to be Republican front runners are the Trump extremists: Florida Governor Ron DeSantis, for example, and even Florida’s Matt Gaetz and Georgia’s Marjorie Taylor Greene, who recently have been touring the early voting states of Iowa and New Hampshire attacking mask requirements and vaccine mandates, critical race theory and the infrastructure bills currently under discussion in Congress. Vote-rigging in Republican-dominated states leads logically to a Republican extremist winning the White House in 2024. Congress has before it two voting rights bills that would help to restore a level playing field between the two parties. One, the For the People Act, protects the right to vote, ends partisan gerrymandering, limits corporate money in elections, and requires new ethics rules for elected officials. The House passed the For the People Act in March. On Tuesday, August 24, the House passed the second of the two voting rights bills, the John Lewis Voting Rights Advancement Act of 2021, also known as H.R. 4, which expands the system of preclearance that had been in the 1965 Voting Rights Act before 2013. Under the John Lewis bill, the Department of Justice has to sign off on voting changes not simply in states with a longstanding history of discrimination, but also in states anywhere in the country that have shown a pattern of violations of voting rights. Both of these measures are stalled in the Senate, where Republicans, who insist that states, not the federal government, must have the final say in who gets to vote, have vowed to filibuster them. Unless the Democrats can agree to carve out an exception to the filibuster for voting rights, the measures will die. And today, Americans across the country marched for voting rights. Today is the 58th anniversary of the 1963 March on Washington for Jobs and Freedom. It was on this day in 1963 that the Reverend Martin Luther King, Jr., gave his “I Have a Dream” speech. Dr. King anchored the speeches for the day, though: before him spoke the chair of the Student Nonviolent Coordinating Committee, a young John Lewis. Just 23 years old, he had been one of the thirteen original Freedom Riders, white and black students traveling together from Washington, D.C., to New Orleans to challenge segregation. “It was very violent. I thought I was going to die. I was left lying at the Greyhound bus station in Montgomery unconscious,” Lewis later recalled. Two years later, as Lewis and 600 marchers hoping to register African American voters in Alabama stopped to pray at the end of the Edmund Pettus Bridge in Selma, mounted police troopers charged the marchers, beating them with clubs and bullwhips. They fractured Lewis’s skull. The attack in Selma created momentum for voting rights. Just after the attack, President Lyndon Baines Johnson called for Congress to pass a national voting rights bill. It did. On August 6, 1965, Johnson signed the Voting Rights Act authorizing federal supervision of voter registration in districts where African Americans were (truncated)",NA,NA,NA,NA,NA,NA,NA,NA,1.1,Heather Cox Richardson,2021-08-29T00:00:00Z
NA,heathercoxrichardson,100044557238708,AUTHOR,US,Heather Cox Richardson is a political historian who uses facts and history to put the news in context,2013-04-11T18:02:29Z,990173,1446686,2021-06-24T01:28:54Z,2021-06-24,01:28:54,Status,71038,46661,2711,17715,532,580,16,1464,1130,229,NA,-,0,0,0,N/A,https://www.facebook.com/100044557238708/posts/342356433926262,"June 23, 2021 (Wednesday) When voters elected Democrats to take charge of the national government in 2020—despite the efforts of some Trump supporters to stop that from happening—Republican lawmakers built on the anger the former president had whipped up among his supporters to impose a Trumpian vision on their states. They reworked election laws to solidify their hold on their state governments. According to the nonpartisan Voting Rights Lab, so far 18 states have put in place more than 30 laws restricting access to the ballot. These laws will affect around 36 million people, or about 15% of all eligible voters. In Georgia, a new law means that county election boards will no longer be bipartisan but will be appointed by Republicans; other states are similarly stripping power from Democrats to put Republicans in charge. In some cases, state governors appear to be jockeying to run for president in 2024 as the new “Trump” of the party. In Texas, Governor Greg Abbott has defunded the legislature to punish Democrats for leaving the session and thus keeping Republicans from passing an extreme elections bill, even though Republicans themselves later said they had not intended to pass all of the provisions in the bill. Abbott has recently announced that Texas will build its own border wall, trying to elevate the issue of immigration at a time when his own handling of two crises in Texas’s electrical grid have been attracting criticism. Not to be outdone, in Florida, Governor Ron DeSantis today signed a law requiring that public colleges and universities survey students, faculty, and staff about their beliefs in order to make sure the institutions support “intellectual diversity.” The law does not say what the state will do with the survey results, but sponsors—and DeSantis—suggested that the legislature might cut budgets for any schools found to be “indoctrinating” students. Without citing any evidence, Republican lawmakers have warned that there are “socialism factories” in the state universities. The law permits students to record lectures without the consent of the professor or other students to be used in legal cases against the school. Lawmakers in these Republican-dominated states are focusing on cultural issues, apparently trying to keep Trump voters, angry because they believe (falsely) that the former president won the 2020 election, fired up enough to continue to support Republicans. They have expanded the rights of gun owners, restricted abortion to the point it is virtually outlawed, targeted transgender athletes, and refused both coronavirus guidelines and federal unemployment benefits. But their biggest public relations angle has been the attack on Critical Race Theory, a theory conceived in the 1970s by legal scholars trying to understand why the civil rights legislation of the past twenty years had not eliminated racial inequality in America. They argued that general racial biases were baked into American law so that efforts to protect individuals from discrimination did not really get at the heart of the issue. While this theory focused on the law, it echoed the arguments historians have made—and proved—since the 1940s: our economy, education, housing, medical care, and so on, have developed with racial biases. This is not actually controversial among scholars. While CRT explicitly focuses on systems, not individuals, and while it is largely limited to legal theory classes rather than public schools, Republicans have turned this theory into the ideas that it attacks white Americans and that history teachers are indoctrinating schoolchildren to hate America. In the past three and half months, the Fox News Channel has talked about CRT nearly 1300 times. Republicans are open about their hopes that pushing cultural issues, especially CRT, will win them control of Congress in 2022. “This is the Tea Party to the 10th power,” Steve Bannon, Trump’s former adviser, said in an interview with Politico reporters Theodoric Meyer, Maggie Severns, and Meridith McGraw. “I look at this and say, ‘Hey, this is how we are going to win.’ I see 50 [House Republican] seats in 2022. Keep this up,” Bannon said. “I think you’re going to see a lot more emphasis from Trump on it and DeSantis and others. People who are serious in 2024 and beyond are going to focus on it.” But the extreme stances of the Trump Republicans are not going unchallenged. A new Monmouth poll shows that the numbers of Americans who believe that Biden won the election have not moved since November. Most Americans think continued agitation is an attempt to undermine the results of the election. In Arizona, as the so-called “audit” by the inexperienced Cyber Ninjas company hired by the Republican-dominated state senate has become embroiled in controversy—one of the theories investigated was that a Maricopa supervisor fed 165,000 chickens at his egg farm shredded ballots and then burned down the barn to kill them all—Republicans are (truncated)",NA,NA,NA,NA,NA,NA,NA,NA,-1.01,Heather Cox Richardson,2021-06-24T00:00:00Z
