page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
NA,HuffPostLatinoVoices,256004367748633,NEWS_SITE,US,"Providing an authentic Hispanic-American perspective on current events & cultural trends in the U.S., Central & South America, and the rest of the world",2011-07-15T21:18:05Z,166287,166121,2021-08-10T13:51:35Z,2021-08-10,13:51:35,Link,3945,526,794,306,13,104,2141,37,22,2,NA,-,0,0,0,N/A,https://www.facebook.com/256004367748633/posts/4883547194994304,The “America's Newsroom” co-anchor mixed up some names during a segment about whether critical race theory should be taught in elementary schools.,https://www.huffpost.com/entry/bill-hemmer-karl-marx-mein-kampf_n_611295e8e4b03358451a10c8?d_id=2485845&ncid_tag=fcbklnkushpmg00000048&utm_medium=Social&utm_source=Facebook&utm_campaign=us_latino_voices,NA,NA,Memo To Fox News Anchor Bill Hemmer: Karl Marx Didn't Write ‘Mein Kampf’,The “America's Newsroom” co-anchor mixed up some names during a segment about whether critical race theory should be taught in elementary schools.,NA,NA,NA,112.71,HuffPost Latino Voices,2021-08-11T00:00:00Z
Family Research Council,familyresearchcouncil,60449667441,NON_PROFIT,US,"Family Research Council is the nation's premier advocacy organization advancing faith, family, and freedom.
",2009-02-11T15:18:00Z,269363,282133,2020-09-17T11:41:57Z,2020-09-17,11:41:57,Native Video,9145,2855,918,3892,28,595,20,485,341,11,owned,Yes,658957,676420,0,00:11:46,https://www.facebook.com/60449667441/posts/10158729618577442,"Critical Race Theory, Marxist training in the federal government? Netflix distributing child pornography? Don't miss Tony Perkins's important conversation with Senator Josh Hawley.",https://www.facebook.com/familyresearchcouncil/videos/697407447788638/,NA,NA,Sen. Josh Hawley Talks Critical Race Theory in Fed Govt and Netflix Child Porn,NA,NA,NA,NA,111.52,NA,2020-09-17T00:00:00Z
NA,TheDCPolitics,912274352202712,MEDIA_NEWS_COMPANY,US,The greatest politics news site God ever created.,2016-01-19T16:18:21Z,270465,262031,2021-06-02T18:10:01Z,2021-06-02,18:10:01,Link,5105,3570,185,468,833,8,0,0,2,39,NA,-,0,0,0,N/A,https://www.facebook.com/912274352202712/posts/3936236359806481,This father had one of the best takedowns of Critical Race Theory in history,https://dailycaller.com/2021/06/02/kyle-yeshua-dismisses-critical-race-theory-viral-video/,NA,NA,‘Children Do Not See Skin Color’: Father Dismisses Critical Race Theory In Viral Video,A video of a black father dismissing critical race theory while speaking to his young daughter has gone viral.,NA,NA,NA,110.98,The Daily Caller Politics,2021-06-03T00:00:00Z
Conseil Régional du Tourisme Fès,CRTFES2021,1493513780976030,NON_PROFIT,MA,Le CRT Fès est une association à but non lucratif qui oeuvre pour la promotion touristique de la région.,2015-10-07T14:19:13Z,NA,NA,2020-10-28T17:28:39Z,2020-10-28,17:28:39,Photo,6612,5860,47,155,483,0,0,5,2,60,NA,-,0,0,0,N/A,https://www.facebook.com/1493513780976030/posts/2808492579478137,Le comité du CRT Fès vous souhaite un Aid Mawlid Mubarak كل عام و أنتم بخير. 🌙,https://www.facebook.com/CRTFES2021/photos/a.1897739007220170/2808492542811474/?type=3,NA,NA,NA,NA,NA,NA,NA,110.2,NA,2020-10-29T00:00:00Z
NA,NA,544986043003485,none,NA,NA,NA,278730,NA,2020-07-01T10:38:13Z,2020-07-01,10:38:13,Photo,4708,4119,10,347,215,1,1,0,1,14,NA,-,0,0,0,N/A,https://www.facebook.com/groups/544986043003485/permalink/760942564741164,NA,https://www.facebook.com/photo.php?fbid=2737895906446390&set=p.2737895906446390&type=3,NA,NA,Nant Zin Zin,"ျမန္​မာဆန္​ဆန္​​ေလး💚❤💛💙💜

photo#crt😘😘😘",NA,NA,NA,109.49,🌹 ျမန္မာဝတ္စံုအလွအပမ်ားစုစည္းရာ🌹,2020-07-01T00:00:00Z
NA,NA,2368971599850014,none,NA,NA,NA,154880,NA,2021-02-27T12:32:37Z,2021-02-27,12:32:37,Link,8083,7267,312,319,139,0,2,4,0,40,NA,-,0,0,0,N/A,https://www.facebook.com/groups/2368971599850014/permalink/3903629523050873,"MAMA, NAMAŽI MI KRIŠKU: SJEĆATE LI SE DJETINJSTVA KAD SMO IMALI TAKO MALO, A BILI TAKO SRETNI",https://recepti-i-zdravlje.info/mama-namazi-mi-krisku-sjecate-li-se-djetinjstva-kad-smo-imali-tako-malo-a-bili-tako-sretni-2/,NA,NA,"MAMA, NAMAŽI MI KRIŠKU: SJEĆATE LI SE DJETINJSTVA KAD SMO IMALI TAKO MALO, A BILI TAKO SRETNI – Recepti i zdravlje","MAMA, NAMAŽI MI KRIŠKU: SJEĆATE LI SE DJETINJSTVA KAD SMO IMALI TAKO MALO, A BILI TAKO SRETNI lipanj 10, 2019 admin ZANIMLJIVOSTI 0 Igrali smo gume, ‘trokutova’, žmurke, ‘Između dvije vatre’, ‘Sandokana’, vozili rošule, preskakali štrik, pravili ‘žabice’, vrtili hulahop i crt...",NA,NA,NA,109.23,Recepti za kolace i torte,2021-02-28T00:00:00Z
Energy Racing อะไหล่แต่งมอเตอร์ไซค์,By.EnergyRacing,945206128947390,CAR,TH,จำหน่ายอะไหล่แต่งมอเตอร์์ไซค์,2016-12-12T16:23:05Z,NA,NA,2020-11-22T22:00:00Z,2020-11-22,22:00:00,Photo,2038,2014,0,6,11,5,0,0,0,2,NA,-,0,0,0,N/A,https://www.facebook.com/945206128947390/posts/2105725789562079,ชุดท่อสลิปออนสแตนเลสงานดัด 2.5 นิ้ว CB650F ปลายท่อทรง CRT สแตนเลสสีดำ โลโก้เลเซอร์ - สลิปออนสแตนเลสแท้ งานดัดขนาด 2.5 นิ้ว - ปลายท่อยาว 9 นิ้ว กว้าง 4 นิ้ว คอท่อ 2.5 นิ้ว - มีสายรัดท่อ สปริงให้ - ราคา 3500 บาท จัดส่ง EMS หรือเคอรี่ฟรี - มีบริการเก็บเงินปลายทางได้ สนใจติดต่อได้ที่ Line : @by_energy (มี@ด้วยครับ) Tel : 095-2538363 Facebook : M.me/by:=:https://www.messenger.com/login.php?next=https%3A%2F%2Fwww.messenger.com%2Ft%2F567885166728782%2F%3Fmessaging_source%3Dsource%253Apages%253Amessage_shortlink.energyRacing #EnergyRacing #อะไหล่แต่งมอเตอร์ไซค์ #อะไหล่แต่งจักรยานยนต์ #Bigbike #Minibike #บิ๊กไบค์ #ปลายท่อแต่ง #ท่อแต่งcbr650 #ท่อแต่งcb650 #ปลายท่อทรงcrt #ปลายท่อทรงกระป๋อง #ท่อแต่ง #ท่อสูตร,https://www.facebook.com/By.EnergyRacing/photos/a.995099500624719/2105725142895477/?type=3,NA,NA,Photos from Energy Racing อะไหล่แต่งมอเตอร์ไซค์'s post,NA,NA,NA,NA,107.26,NA,2020-11-23T00:00:00Z
NA,FreespokeSearch,103496691094956,NEWS_SITE,US,Information Independence,2019-10-30T16:19:22Z,NA,NA,2021-08-06T15:12:33Z,2021-08-06,15:12:33,Link,2030,1159,96,238,26,39,11,11,445,5,NA,-,0,0,0,N/A,https://www.facebook.com/103496691094956/posts/578617310249556,Parents and activists are running for local school boards on anti-CRT platforms. News outlets on the left are doing everything they can to smear them. Read more on Spangld: https://bit.ly/3fDm6Gq:=:https://spangld.com/2021/08/06/critical-race-theory-hits-the-campaign-trail/ We show you what Google won't. Join the movement for Information Independence at Freespoke.com,https://bit.ly/3fDm6Gq,https://spangld.com/2021/08/06/critical-race-theory-hits-the-campaign-trail/,NA,Critical Race Theory Hits the Campaign Trail - Spangld,Parents and activists are running for local school boards on anti-CRT platforms. News outlets on the left are doing everything they can to smear them.,NA,NA,NA,106.84,Freespoke,2021-08-07T00:00:00Z
NA,everythinginspirational205626079458938,205626079458938,ACTIVITY_GENERAL,US,Trending stories and viral videos that inspire -- Everything Inspirational,2011-04-19T14:23:37Z,194550,173162,2021-07-07T12:33:13Z,2021-07-07,12:33:13,Link,3803,2616,204,657,304,3,1,1,3,14,NA,-,0,0,0,N/A,https://www.facebook.com/205626079458938/posts/4375436209144550,"Critical Race Theory Is 'a Bunch of Garbage,' Ben Carson Says: Americans 'Are Not Enemies'",https://www.christianheadlines.com/contributors/michael-foust/critical-race-theory-is-a-bunch-of-garbage-ben-carson-says-americans-are-not-enemies.html?utm_medium=fbpage&utm_source=Facebook&utm_campaign=cdupdate,NA,NA,"Critical Race Theory Is 'a Bunch of Garbage,' Ben Carson Says: Americans 'Are Not Enemies'","During an Independence Day interview with Newsmax's Eric Bolling, Neurosurgeon and former HUD Secretary Ben Carson called Critical Race Theory ""a bunch of garbage,"" arguing that it would redefine what American society ""is based on.""",NA,NA,NA,105.64,Girl Takes a Terrible Fall During a Race - But Wait Til You See What Happens Next!,2021-07-08T00:00:00Z
NA,lesdeplorablesamericans,106862204671108,NEWS_SITE,US,"We focus on providing conservatives with funny memes and news from the right side of the aisle! Enjoy, together we can Make America Great Again!",2020-12-28T19:10:11Z,36225,39152,2021-08-05T11:02:25Z,2021-08-05,11:02:25,Link,14862,10979,700,1947,1152,6,40,2,11,25,NA,-,0,0,0,N/A,https://www.facebook.com/106862204671108/posts/225655552791772,"Tennessee, in a brave and outstanding move, banned CRT from being taught in its schools. If only more states would follow suit!",https://genzconservative.com/tennessee-bans-crt/,NA,NA,Tennessee Bans CRT: States Become Soldiers Against Critical HATE Theory,"Tennessee, in a brave and outstanding move, banned CRT from being taught in its schools. If only more states would follow suit!",NA,NA,NA,104.66,The Deplorable Americans,2021-08-05T00:00:00Z
Original Gems-Stones,Stones786,829473673918621,ACTIVITY_GENERAL,PK,We deals with all types of natural and unique gemstones and Rings.Best place to buy gemstones,2018-06-14T15:36:06Z,NA,NA,2020-10-18T15:17:56Z,2020-10-18,15:17:56,Photo,6586,5742,70,544,205,9,3,2,1,10,NA,-,0,0,0,N/A,https://www.facebook.com/829473673918621/posts/1508130992719549,Large Range Of certified Gemstones and Classic Rings at lowest rates at lowest rates #thousand_of_satisfied_customers Website www.bazzarpro.com For order WhatsApp 03000-831807,https://www.facebook.com/Stones786/photos/a.829523573913631/1508124059386909/?type=3,NA,YAQOOT Rs 110/crt 54.75 CRT 58.55 CRT 39 CRT 28.60 CRT 22 CRT 20.40 CRT 15.50 CRT 15.45 CRT 25.40 CRT 16.60 CRT 18 CRT 18 CRT 18 CRT 11 CRT 15 CRT 15.50 CRT 15.40 CRT 22.80 CRT 22.35 CRT 14.45 CRT CRT 7.3 CRT 17.40CRT CRT 12CT 11.5 CRT 10CRT 13 CRT 15.65CRT 8.50 CRT 15 CRT 15CRT CRT 8.80 CRT 12.85 CRT 9.35 CRT 10.70 CRT 12.35CRT 10.30 CRT 10.65 10.65CRT CRT 11.40 CRT,Photos from Original Gems-Stones's post,NA,NA,NA,NA,104.54,NA,2020-10-19T00:00:00Z
NA,CRT.Bretagne.Pro,128631890541694,NON_PROFIT,FR,Retrouvez sur cette page les infos du CRT Bretagne destinées exclusivement aux professionnels du tourisme en Bretagne.,2011-02-25T08:50:36Z,2406,2966,2020-06-11T12:37:57Z,2020-06-11,12:37:57,Photo,1927,305,44,1470,102,1,1,0,1,3,NA,-,0,0,0,N/A,https://www.facebook.com/128631890541694/posts/3942125042525674,"Le CRT Bretagne et la Région Bretagne lancent une nouvelle campagne de communication à destination des clientèles bretonne et française. Cette campagne a pour vocation de soutenir la reprise de l’activité et tous les acteurs du secteur pour la saison d’été et l’arrière-saison. 8 visuels constituent à date cette campagne, mais nous allons très prochainement mettre à disposition un « Kit d’appropriation » afin que chacun puisse l’adapter avec ses propres messages, à ses propres couleurs. C’est donc le moment de penser à la manière dont vous vous l’approprierez pour valoriser votre territoire ou votre activité ! #DepaysezVousEnBretagne #VisitBretagne #CetEtéJeVisiteLaFrance",https://www.facebook.com/CRT.Bretagne.Pro/photos/a.619313861473492/3942110715860440/?type=3,NA,NA,Photos from Espace Acteurs CRT Bretagne's post,NA,NA,NA,NA,101.42,Espace Acteurs CRT Bretagne,2020-06-12T00:00:00Z
Vlad Placinta,vladplacintadumitru,1791388504495732,ENTREPRENEUR,RO,"În Asociația „Salvează o Inimă”, ineditul nu este doar faptul că salvăm copii cu malformații grave, ci însăși modul în care această asociație a luat ființă și a crescut într-un mod impresionant, de unde lumea se aștepta mai puțin.",2018-01-23T11:30:35Z,NA,NA,2021-06-14T09:56:13Z,2021-06-14,09:56:13,Photo,28993,2250,1230,24253,49,3,0,994,2,212,NA,-,0,0,0,N/A,https://www.facebook.com/1791388504495732/posts/2640327209601853,"VĂ ROG CU LACRIMI ÎN OCHI SĂ ÎL SALVĂM PE ADRIAN,ESTE TATĂL A UNEI FETIȚE MINORE DE NUMAI 2 ANI DĂ UN SHARE DUREAZĂ DOAR DOUĂ SECUNDE ȘI E GRATUIT DONEAZĂ PENTRU ADRIAN: https://bit.ly/2TxqAWw Ajută-l pe Adrian să se opereze. Noi suntem deja la Istambul, am facut toate invistigatiile necesare si avem nevoie de suma de 60700 de euro pentru a face efectua tratamentul. din pacate nu dispunem de suma necesara pentru al salva Donații se pot face: Denumire entitate: Asociatia “SALVEAZA O INIMA” Cod de inregistrare fiscala: 31015982 Cont (IBAN) bancar: Cont RON: RO 05 BTRL 0070 1205 W828 70 XX Cont Euro: RO 28 BTRL EUR CRT 00 W828 7001 CONT USD: RO 68 BTRL USD CRT 00 W828 7001 COD SWIFT: BTRLRO22 COD BIC: BTRL Banca Transilvania Botosani Vă rugăm să specificați pentru transfer bancar numele de familie -MIRON",https://www.facebook.com/vladplacintadumitru/photos/a.1792403521060897/2640326956268545/?type=3,NA,NA,NA,NA,NA,NA,NA,101.02,NA,2021-06-14T00:00:00Z
Mising Colours,Misingcolours,665834830522738,MEDIA,IN,Arts&entertainment,2019-05-12T04:06:40Z,NA,NA,2020-12-02T05:00:37Z,2020-12-02,05:00:37,Native Video,1916,1593,26,178,99,5,3,2,0,10,owned,Yes,18209,25331,0,00:01:46,https://www.facebook.com/665834830522738/posts/1086398238466393,#Beautiful_Mising_video_Song❤ Video Source: CRT Gallery Full Video link 👇👇 https://youtu.be/kNr_MHDt85o:=:https://www.youtube.com/watch?v=kNr_MHDt85o&feature=youtu.be https://youtu.be/kNr_MHDt85o:=:https://www.youtube.com/watch?v=kNr_MHDt85o&feature=youtu.be,https://www.facebook.com/Misingcolours/videos/289793335793038/,NA,NA,NA,NA,NA,NA,NA,100.84,NA,2020-12-02T00:00:00Z
NA,SamuraiShodownVNG.TH,101108515016202,VIDEO_GAMES,TH,"⚔️ Samurai Shodown ⚔️ คืนชีพตำนานดาบซามูไร
👺 สุดยอดเกม 3D Action RPG จากญี่ปุ่น",2020-07-10T04:10:29Z,19636,20006,2020-08-13T01:07:31Z,2020-08-13,01:07:31,Photo,5317,5246,45,3,15,4,4,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/101108515016202/posts/141571954303191,"🎊『 ยอดลงทะเบียนล่วงหน้าทะลุ 50K! 』🎊 อีกครึ่งทางเท่านั้นก็จะถึง 100K รับกวางซากิยกเซิร์ฟแล้ว! ลงทะเบียนได้ถึงวันที่ 24 สิงหาคมนี้ >> http://register.samuraishodown.asia/ ▫ ➤ ของรางวัลมากมายรอนายท่านอยู่ 🎐 เคียวชิโร่: คู่หูสุดแกร่งที่จะช่วยต่อสู้ให้ผ่านดันเจี้ยนไปได้อย่างง่ายดาย 🎐 หีบหยกผูกมัด x180 🎐 เซ็ตซูชิใหญ่ x3 ▫ ➤ ชวนเพื่อนมาร่วมลงทะเบียนด้วยกัน รับรางวัลเพิ่มยกเซิร์ฟ! 🌸 ยอดถึง 20,000 รับ: ถุงห่อของ x 3 🌸 ยอดถึง 50,000 รับ: รูน CRT Lv.3 🌸 ยอดถึง 100,000 รับ: กวางซากิ สัตว์ขี่สุดน่ารัก >///< ▫ ═══════════════════ ⚔️ Samurai Shodown ⚔️ สุดยอดเกม 3D Action RPG คืนชีพตำนานดาบซามูไร เปิดให้บริการ 26 สิงหาคมนี้! ▫ 👹 ลงทะเบียนล่วงหน้า >> http://register.samuraishodown.asia/ 👹 กลุ่ม Samurai Shodown Official >> facebook.com/groups/SamuraiShodownVNG:=:https://www.facebook.com/groups/SamuraiShodownVNG.TH ▫ #SamuraiShodown #SNK #3DActionRPG #ActionRPG #Action #MMOARPG",https://www.facebook.com/SamuraiShodownVNG.TH/photos/a.104882591305461/141571930969860/?type=3,NA,NA,NA,NA,NA,NA,NA,100.32,Samurai Shodown: ตำนานซามูไร,2020-08-13T00:00:00Z
NA,JoshMandel,100063509933513,PERSON,US,1st Statewide Official in Ohio to support President Trump. Marine. Censored by Twitter & Facebook.,2008-06-11T04:53:42Z,46653,47682,2021-09-14T09:03:36Z,2021-09-14,09:03:36,Photo,60525,4628,39671,1435,447,362,10170,216,3553,43,NA,-,0,0,0,N/A,https://www.facebook.com/16237962219/posts/10159599876982220,CRT has no place in schools.,https://www.facebook.com/16237962219/photos/a.10150713757097220/10159599876982220/?type=3,NA,JOSH MANDEL FOR U.S. SENATE LET'S KICK CRT OUT OF OUR SCHOOLS AND REPLACE IT WITH GOD. JOSH MANDEL,Timeline Photos,NA,NA,NA,NA,100.21,Josh Mandel,2021-09-14T00:00:00Z
Original Gems-Stones,Stones786,829473673918621,ACTIVITY_GENERAL,PK,We deals with all types of natural and unique gemstones and Rings.Best place to buy gemstones,2018-06-14T15:36:06Z,NA,NA,2021-01-06T03:55:53Z,2021-01-06,03:55:53,Photo,6305,5522,43,561,150,7,4,2,1,15,NA,-,0,0,0,N/A,https://www.facebook.com/829473673918621/posts/1578057792393535,Original Gems-Stones Present Large Range Of Certified Gemstones at lowest rates quality guarantee #thousandofhappycustomers Website www.bazzarpro.com For order WhatsApp 03000831807,https://www.facebook.com/Stones786/photos/a.829523573913631/1578045702394744/?type=3,NA,YAQOOT Rs 110/crt 54.75 CRT 58.55 CRT 39 CRT 28.60 CRT 22 CRT 20.40 CRT 15.50 CRT 15.45 CRT 25.40 CRT 16.60 CRT 18 CRT 18 CRT 18 CRT 11 CRT 15 CRT 15.50 CRT 15.40 CRT 22.80 CRT 22.35 CRT 14.45 CRT CRT 7.3 CRT 17.40CRT CRT 12CT 11.5 CRT 10CRT 13 CRT 15.65CRT 8.50 CRT 15 CRT 15CRT CRT 8.80 CRT 12.85 CRT 9.35 CRT 10.70 CRT 12.35CRT 10.30 CRT 10.65 10.65CRT CRT 11.40 CRT,Photos from Original Gems-Stones's post,NA,NA,NA,NA,100.08,NA,2021-01-06T00:00:00Z
NA,creativetiles.malbecho.net,441827339491379,BUILDING_MATS,IN,𝐓𝐢𝐥𝐞𝐬 𝐌𝐚𝐧𝐮𝐟𝐚𝐜𝐭𝐮𝐫𝐢𝐧𝐠#𝐁𝐫𝐚𝐧𝐝𝐢𝐧𝐠#𝐑𝐞𝐭𝐚𝐢𝐥#𝐖𝐡𝐨𝐥𝐞𝐬𝐚𝐥𝐞,2017-04-06T11:11:31Z,NA,NA,2020-03-15T02:07:33Z,2020-03-15,02:07:33,Photo,NA,1888,3,1,5,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/441827339491379/posts/1110926475914792,Creative Tiles (CRT),https://www.facebook.com/creativetiles.malbecho.net/photos/a.442176556123124/1110923519248421/?type=3,NA,NA,Photos from Creative Tiles's post,NA,NA,NA,NA,99.84,Creative Tiles,2020-03-15T00:00:00Z
NA,drcarolmswain,114175201941513,PERSON,US,"I am a political scientist and a patriot who stands strong for faith, family, and nation.",2010-04-12T02:40:40Z,74211,76052,2021-06-11T13:54:28Z,2021-06-11,13:54:28,Native Video,18626,12023,551,3551,2353,31,4,20,3,90,owned,Yes,123009,135755,0,00:01:14,https://www.facebook.com/100044014695044/posts/342179330592554,I had the privilege of speaking to Dr. Ben Carson about the issue of Critical Race Theory in America today. Click the link to watch: https://bethepeoplenews.com/cornerstone-conversation-with-dr-ben-carson-and-dr-carol-swain/ Dr. Ben & Candy Carson #crt #criticalracetheory #america,https://www.facebook.com/drcarolmswain/videos/513019553230589/,NA,NA,NA,NA,NA,NA,NA,99.07,"Carol M. Swain, PhD.",2021-06-12T00:00:00Z
"Carol M. Swain, PhD.",drcarolmswain,114175201941513,PERSON,US,"I am a political scientist and a patriot who stands strong for faith, family, and nation.",2010-04-12T02:40:40Z,74211,76052,2021-06-11T13:54:28Z,2021-06-11,13:54:28,Native Video,18626,12023,551,3551,2353,31,4,20,3,90,owned,Yes,123009,135755,0,00:01:14,https://www.facebook.com/100044014695044/posts/342179330592554,I had the privilege of speaking to Dr. Ben Carson about the issue of Critical Race Theory in America today. Click the link to watch: https://bethepeoplenews.com/cornerstone-conversation-with-dr-ben-carson-and-dr-carol-swain/ Dr. Ben & Candy Carson #crt #criticalracetheory #america,https://www.facebook.com/drcarolmswain/videos/513019553230589/,NA,NA,NA,NA,NA,NA,NA,99.07,NA,2021-06-12T00:00:00Z
NA,theconservative.news,116933681791119,MEDIA_NEWS_COMPANY,US,"This is the place for Conservative News because someone needs to challenge the mainstream media!

Proudly managed by the Daily Wire.",2012-09-28T20:51:11Z,533934,492606,2021-07-01T13:07:16Z,2021-07-01,13:07:16,Link,8764,7628,263,630,157,7,48,8,14,9,NA,-,0,0,0,N/A,https://www.facebook.com/116933681791119/posts/1855027034648433,NA,https://www.dailywire.com/news/its-abuse-toward-children-megyn-blasts-critical-race-theory-in-schools?%3Futm_source=facebook&utm_medium=social&utm_campaign=cnews,NA,NA,‘It’s Abuse Toward Children’: Megyn Blasts Critical Race Theory In Schools | The Daily Wire,"— News —‘It’s Abuse Toward Children’: Megyn Blasts Critical Race Theory In SchoolsBy Hank Berrien•Jul 1, 2021 DailyWire.com•FacebookTwitterMailPhillip Faraone/Getty Images for Fortune Speaking on her podcast, former Fox News host Megyn Kelly ripped Critical Race Theory being inculcate...",NA,NA,NA,97.38,Conservative News,2021-07-02T00:00:00Z
Gingrich 360,gingrich360,38372753598,COMPANY,US,"Gingrich 360 is a full circle American consulting and media production group that connects the past, present, and future to inspire audiences, solve challenges, and develop opportunities.",2008-12-01T21:54:21Z,6522,6644,2021-04-24T14:30:33Z,2021-04-24,14:30:33,Link,1848,28,8,1809,2,0,0,0,1,0,NA,-,0,0,0,N/A,https://www.facebook.com/38372753598/posts/10159153187373599,"Conservatives, moderates, and anti-woke liberals must take a stand against critical race theory….. before it’s too late. https://www.gingrich360.com/2021/04/23/who-will-stand-against-critical-race-theory/",https://www.gingrich360.com/2021/04/23/who-will-stand-against-critical-race-theory/,NA,NA,Who Will Stand Against Critical Race Theory?,"Conservatives, moderates, and anti-woke liberals must take a stand against critical race theory….. before it’s too late.",NA,NA,NA,97.26,NA,2021-04-25T00:00:00Z
Vlad Placinta,vladplacintadumitru,1791388504495732,ENTREPRENEUR,RO,"În Asociația „Salvează o Inimă”, ineditul nu este doar faptul că salvăm copii cu malformații grave, ci însăși modul în care această asociație a luat ființă și a crescut într-un mod impresionant, de unde lumea se aștepta mai puțin.",2018-01-23T11:30:35Z,NA,NA,2021-01-02T08:39:27Z,2021-01-02,08:39:27,Photo,27727,1010,629,25009,26,5,4,983,5,56,NA,-,0,0,0,N/A,https://www.facebook.com/1791388504495732/posts/2528168364151072,"FOARTE URGENT!! TOTUL ESTE CONTRA TIMP!! DACA NU POȚI DONA DĂ MĂCAR UN SHARE!!! Întreaga ei poveste o aveți aici și posibilitățiile de a dona: https://bit.ly/3rMMUby Andreea Teușan are doar 3 ani și 5 luni și este din Sibiu. Copilăria ei a fost compromisă de diagnosticul cumplit pe care l-a primit acum 2 ani La această vârstă, vorbim despre perioada bucuriilor, a imaginaţiei, despre o lume deschisă spre iubire și frumos, în care totul este posibil. În loc să se bucure de această perioadă frumoasă, de aproximativ un an și jumătate, micuța Andreea se luptă cu o boală grea și chinuitoare, care-i pune în pericol viața. Donații se pot face: Denumire entitate: Asociatia “SALVEAZA O INIMA” Cod de inregistrare fiscala: 31015982 Cont (IBAN) bancar: Cont RON: RO 05 BTRL 0070 1205 W828 70 XX Cont Euro: RO 28 BTRL EUR CRT 00 W828 7001 CONT USD: RO 68 BTRL USD CRT 00 W828 7001 COD SWIFT: BTRLRO22 COD BIC: BTRL Banca Transilvania Botosani Vă rugăm să specificați numele de familie (Andreea Teusan) al copilului pentru care faceți donatia! DESCARCĂ APLICAȚIA SALVEAZĂ O INIMĂ Apple Store >> https://apple.co/2Xa7ZyD Play Store >> https://bit.ly/2LmtIk6",https://www.facebook.com/vladplacintadumitru/photos/a.1792403521060897/2528168320817743/?type=3,NA,NA,NA,NA,NA,NA,NA,96.27,NA,2021-01-02T00:00:00Z
NA,yaserqaq.30,359892077534842,HEALTH_BEAUTY,PS,"تجميل والعنايه البشره  والعناليه بالشعر 
رام الله.",2015-05-22T13:43:24Z,NA,NA,2020-04-02T17:38:00Z,2020-04-02,17:38:00,Photo,1829,269,714,832,13,0,0,0,1,0,NA,-,0,0,0,N/A,https://www.facebook.com/359892077534842/posts/1257431764447531,شاركي الصفحه مع خمسه من الاصدقاء واكثر الاصدقاء الذين يضعون اعجاب بالصفحه وتعليق من عبرك سيتم فوزك بجهاز جلكسي 2020 سيتم السحب غدا الساعه العاشره مسائا . شكرا لتفاعلكم,https://www.facebook.com/yaserqaq.30/photos/a.404826799708036/1257431737780867/?type=3,NA,"‎1 person, ‎'‎بساالللدم Line Esan Bا Exicolor Technology CRT"" تغطيه للشعر الأبيض %100 الوان ان طبيعيه ثابته وجذابه غنيه بزيت الارجان OKAY Exicolor Exicolor‎'‎‎",NA,NA,NA,NA,NA,96.26,بيسان لاين للتجميل - Besan Line,2020-04-03T00:00:00Z
Original Gems-Stones,Stones786,829473673918621,ACTIVITY_GENERAL,PK,We deals with all types of natural and unique gemstones and Rings.Best place to buy gemstones,2018-06-14T15:36:06Z,NA,NA,2021-06-10T13:40:15Z,2021-06-10,13:40:15,Photo,4489,3764,89,503,111,6,4,0,0,12,NA,-,0,0,0,N/A,https://www.facebook.com/829473673918621/posts/1692672000932113,"We Deal with all types of Certified Gems-Stones and Rings at lowest rates quality guarantee Website: www.bazzarpro.com #ThousandsofFeedback Whatsapp: https://wa.me/message/QFD7S5DC5J64N1:=:https://api.whatsapp.com/message/QFD7S5DC5J64N1 For order WhatsApp//call 03000831807,",https://www.facebook.com/Stones786/photos/a.829523573913631/1692657884266858/?type=3,NA,Neelam Fine Quality RS 399/crt 37.45 CRT 32.20 CRT 22.15 CRT 18CRT 15.25 CRT 16.85 CRT 19.75cr 15.60 CRT 13.80 CRT 13.90 CRT 8.45 CRT 8 CRT 5.75 CRT 5.30 crt 5.45 crt 4.65 crt 5.10 CRT 8.60CRT 6.90 CRT 6.55 CRT 6.30CR 5.80 CRT 5.25 CRT 6.10 CRT 5.40 CRT 7.50 CRT 6.75 CRT 5.90 crt 6.25 crt 5.55crt 6.30 CRT 5.85 CRT 6CRT 7.10 6.15 CRT 7CRT 5.30 CRT 4.90 CRT CRT 6.45 CR 4.70 5.15CRT 5.10CRT 5.10 CRT 4.6 CRT 5.40 CRT 5.35 CRT 5 CRT 5.40 CRT CRT 5.80 CRT 5.25 7CR,Photos from Original Gems-Stones's post,NA,NA,NA,NA,93.52,NA,2021-06-11T00:00:00Z
