page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
NA,NA,823043708054778,none,NA,NA,NA,103848,NA,2021-03-24T08:34:46Z,2021-03-24,08:34:46,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,0,0,0,01:49:07,https://www.facebook.com/groups/823043708054778/permalink/1407216562970820,NA,https://www.facebook.com/thuha.ho.98/videos/1915149481957480/,NA,NA,Thu Hà,"xả hàng nghỉ bán
len
phao
crt
baggy
quần tt
vừa bán vừa tặng ạ",NA,NA,NA,-44,Chợ Đồ Cũ Nhật Bản-日本中古品市場❤️❤️,2021-03-24T00:00:00Z
NA,tonykatzradio,100044507016465,PERSON,US,"Tony Katz and the Morning News
Tony Katz Today
Eat! Drink! Smoke!
Cigars and Investors Welcome
",2011-11-11T16:46:36Z,21395,23142,2021-03-18T17:42:38Z,2021-03-18,17:42:38,Link,1127,815,52,98,159,1,1,0,0,1,NA,-,0,0,0,N/A,https://www.facebook.com/100044507016465/posts/284121243081441,"Florida Governor Ron DeSantis speaking very strongly against Critical Race Theory in academia. The bigotry and segregation of Critical Race Theory is a threat that goes beyond our schools and universities, but this is an excellent start.",https://thefederalist.com/2021/03/17/ron-desantis-florida-schools-will-not-teach-critical-race-theory/,NA,NA,Ron DeSantis: Florida Schools Will Not Teach Critical Race Theory,"DeSantis took aim at critical race theory, which has picked up steam since President Joe Biden rescinded a Trump order banning it in federal agencies.",NA,NA,NA,14.64,Tony Katz,2021-03-19T00:00:00Z
NA,NA,1610748582539294,none,NA,NA,NA,813,NA,2021-07-05T22:41:51Z,2021-07-05,22:41:51,Link,2,1,0,0,0,0,0,0,1,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/1610748582539294/permalink/2981357125478426,NA,https://comicallyincorrect.com/a-f-branco-cartoon-brownie-button/,NA,NA,A.F. Branco Cartoon - Brownie Button - Comically Incorrect,General Milley seems to have jumped to the dark side implementing Critical Race Theory to American troops. Cartoon by A.F. Branco ©2021,NA,NA,NA,-0.88,THE Myrtle Beach Republican Women,2021-07-06T00:00:00Z
NA,NA,1920004731600795,none,NA,NA,NA,90269,NA,2020-09-06T05:48:05Z,2020-09-06,05:48:05,Native Video,1,0,0,1,0,0,0,0,0,0,owned,-,0,0,0,00:00:00,https://www.facebook.com/groups/1920004731600795/permalink/2718508908417036,Sapphire သဘာဝနီလာ အတွင်းညှိ 1.60 crt စျေး 75000 Ph 09963845339{cb},https://www.facebook.com/groups/1920004731600795/permalink/2718508908417036/,NA,NA,Photos from Hnin Phyu's post,NA,NA,NA,NA,-0.92,ျမန္မာ့ ပတၱျမား နီလာ ေက်ာက္စိမ္းႏွင့္ သဘာဝ ေက်ာက္မ်က္ရတနာမ်ိဳးစုံ ဝယ္ေရာင္း,2020-09-06T00:00:00Z
MUNTINLUPA BARTER AND CASH COMMUNITY,NA,969839393444070,none,NA,NA,NA,NA,NA,2021-01-06T18:17:02Z,2021-01-06,18:17:02,Photo,0,0,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/969839393444070/permalink/1087732901654718,"ITEM: 21 inch TV, CRT type, not LCD PREFERENCE: 10kg catfud MODE OF TRADE: pick up, poblacion area DESCRIPTION/ISSUE/RFB: hindi na perfect ang kulay pero puede sa mga videoke sets. Puede sa TV plus Reason for barter: need space sa bahay",https://www.facebook.com/photo.php?fbid=240038740865486&set=gm.1087732901654718&type=3,NA,NA,Photos from Deeh Bengara's post,NA,NA,NA,NA,-130,NA,2021-01-07T00:00:00Z
Michigan Conservatives Network,NA,219009881490664,none,NA,NA,NA,2742,NA,2021-10-03T15:08:49Z,2021-10-03,15:08:49,Photo,1,0,0,0,0,0,0,0,1,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/219009881490664/permalink/4652506971474244,Remember - school administrators and school boards don't want push back - just because they tell you they AREN'T teaching it or call it something else doesn't mean a thing - they are LYING,https://www.facebook.com/photo.php?fbid=167417272230424&set=a.167389005566584&type=3,NA,"hope well. follow-up our meeting today, please note: Please review critical race theory (see link below). Please send me any questions Link: What concerns. Critical Race Theory? Definition, Principles, and Applications What Critical Race Theory? Definition, Principles, and Applications Critical race theory emerged seeking the 1980s among legal scholars challenge the idea that the United Sta... 2. Please see the attached protocol. suggest you should consider using this protocol when you discuss race. Please review and be prepared need discuss when we connect next. You will professional develop staff protocol. order effectively use suggest you work internal professional development",Chalkboard Heresy,"Smoking Gun: Critical Race Theory is being explicitly implemented in the school district where I teach. At Waukegan Public Schools I have uncovered training documents, from a consulting firm, instructing staff to learn about CRT and its application to their work.",NA,NA,NA,-0.93,NA,2021-10-04T00:00:00Z
NA,NA,266347247169246,none,NA,NA,NA,59101,NA,2020-05-22T09:30:09Z,2020-05-22,09:30:09,Photo,49,14,35,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/266347247169246/permalink/916815618789069,Em còn mấy chiếc áo chất hiệu bao đẹp ạ Sale tận gốc 55k mua từ 3 áo tặng 1 crt hoặc loang,https://www.facebook.com/photo.php?fbid=257222048961948&set=gm.916815618789069&type=3,NA,NA,Photos from Dương Khánh Linh's post,NA,NA,NA,NA,1.69,Chợ Kim Bôi Online,2020-05-22T00:00:00Z
NA,NA,52991033563,none,NA,NA,NA,308,NA,2021-06-18T18:49:40Z,2021-06-18,18:49:40,Native Video,4,2,0,2,0,0,0,0,0,0,share,No,0,0,0,00:04:52,https://www.facebook.com/groups/52991033563/permalink/10158698623568564,This speech should be repeated in all school districts,https://www.facebook.com/DailyCaller/videos/4517837631579754/,NA,NA,The Daily Caller,15-year-old high school student exposes critical race theory.,NA,NA,NA,-0.64,Roanoke Valley Republican Women,2021-06-19T00:00:00Z
Tim Pool and Adam Crigler Fans: timcast and adamcast discussion and debate,NA,215834223023312,none,NA,NA,NA,569,NA,2020-10-28T00:24:58Z,2020-10-28,00:24:58,Status,10,3,7,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/215834223023312/permalink/276299340310133,"So for tonight’s episode. The comments and super chats were just really annoying. I wish there was a way to remove spam idiots. However, i felt it was fair and educational especially in how you get to see into the mind of the other side. It could honestly help you to figure out what to expect and how best to prepare to counter their narratives, but the first step is always being open and willing to have the discussion. It’s not about having an echo chamber like the partisans, it’s about having a discussion. That’s the only way to avoid the culture war fully exploding in my mind, and why it probably will explode. I feel tim wasn’t prepared for the points that the guy brought up which left him at a disadvantage. 1. Covid deaths and trump was a huge fight but they shoulda brought up the deaths per million and such and woulda seen that the US is not the worst. Honestly Tim needed someone there to go look for the facts to help argue it. He also shoulda brought up the panic over toilet paper. Plus, the hindsight argument coulda been done better. The CDC and WHO kept flip flopping and nobody knew anything. And there is the need to keep up morale like any good leader knows. Also the stats for the death contributions of the Dem governors woulda come well. The list is extensive but Tim wasn’t prepared to debate. 2. Healthcare honestly never gets looked at properly because socialized medicine is cool if you are looking to treat everyone but not for research and development of those treatments. Plus, Trump and the drug prices and fighting big Pharma woulda been a good point to hammer him with. 3. The schools showed the guy actually supporting school choice in theory but just hating on it cus of his TDS. Tim coulda caught him on that. 4. Critical race theory was just a mess cus the guy didn’t even share the main idea of critical race theory to me. It seemed he had some utopian idea that honestly most of the left wouldn’t agree with. 5. His labeling of the right and left coulda been handled better if Tim had hit hard against him on the Far Left and not let him get off with how the left is diverse but the right is all fascist.",NA,NA,NA,NA,NA,NA,NA,NA,-2.2,NA,2020-10-28T00:00:00Z
NA,NA,369639757653525,none,NA,NA,NA,NA,NA,2021-05-19T21:00:33Z,2021-05-19,21:00:33,Photo,111,29,24,9,38,0,0,0,0,11,NA,-,0,0,0,N/A,https://www.facebook.com/groups/369639757653525/permalink/474497223834444,"Introducing Tank. This adorable little guy is amazing! Tank was found as a stray out roaming the streets of Mesquite. Weighing in at 2.8 lbs, it is amazing that he survived out there. Luckily, he was turned into Mesquite Animal Shelter by a good Samaritan. When no owner stepped forward to claim him, the team at the Mesquite Animal Shelter reached out to CRT to see if we could bring him into our program and help him to find his forever home. We were happy to help him, Tank has stolen our hearts. Tank is a sweet, lean, cuddling machine. He enjoys other small dogs and has fit right into the pack, even though his foster mates are 2-3 times his size. Tank is not afraid to play with them at all. We are not sure he has looked in the mirror to see how small he is! He definitely holds his own and often is the instigator of play! So far, we have not really seen him playing with toys, but he is curious about them. Tank really loves his human family and wants to be near them all the time. He is super excited to be held, to play or cuddle with them. They have chosen to have him sleep overnight in a large crate because of his size & fear of injuring him in their sleep. Tank does, however, love a nice afternoon nap on the bed with them. Our vet estimates that Tank is about 2-3 years old. He seems to adapt to new situations quickly. Tank weighs about 2.8 pounds, and is slightly underweight. We have him on a high nutrition diet so he can safely gain a little weight. Our vet thinks he should be about 3.5 to 4 pounds at his ideal weight. He will always be a tiny dog. Ideally, we are looking for a family that is experienced with very small dogs for his forever home. Tank loves going outside and exploring the backyard. Note that Tank is small and therefore will always need his human nearby while he is out (there are instances where hawks or large birds will swoop down and pick up small dogs under 5 pounds, so you will want to be there to protect Tank). We also want to emphasize that your fence must be very secure. Tank is so tiny that she can easily slip under the smallest opening in a fence, so he will need to be in a home with a solid, fenced yard (preferably wooden fence). Note that he does like to explore and will definitely check out your fence area. Please be sure that your yard and home are very secure in all aspects. Tank has not been in foster care long, so he is not housebroken yet. He is very smart and will hopefully train easily. We are working with him daily and have already seen improvement in the time he has been with us. Tank’s ideal home would be one with activity and lots of love to share. We think Tank would enjoy another small dog as a buddy, but we also think he would do fine as an only dog as long as his family was around a lot and gave him lots and lots of love. He would be great for a work at home or retired family where he could spend the afternoon on a warm lap. Tank is generally very quiet, but he will probably alert you if he hears someone coming! Due to his tiny size and small frame, he should not be in a home with children. This little guy is so sweet, and we are excited to help him find his forever home.! Tank is being fostered in the Dallas/Ft. Worth, Texas area. Our CRT adoption form can be found at: https://www.chihuahua-rescue.com/adoption-application/",https://www.facebook.com/CuteChihuahuas/photos/a.556544047807838/3563631137099099/?type=3,NA,NA,"Chihuahua Rescue & Transport, Inc. - DFW Region","Introducing Tank. This adorable little guy is amazing!

Tank was found as a stray out roaming the streets of Mesquite. Weighing in at 2.8 lbs, it is amazing that he survived out there. Luckily, he was turned into Mesquite Animal Shelter by a good Samaritan. When no owner stepped forward to claim him, the team at the Mesquite Animal Shelter reached out to CRT to see if we could bring him into our program and help him to find his forever home. We were happy to help him, Tank has stolen our hearts.

Tank is a sweet, lean, cuddling machine. He enjoys other small dogs and has fit right into the pack, even though his foster mates are 2-3 times his size. Tank is not afraid to play with them at all. We are not sure he has looked in the mirror to see how small he is! He definitely holds his own and often is the instigator of play! So far, we have not really seen him playing with toys, but he is curious about them.

Tank really loves his human family and wants to be near them all the time. He is super excited to be held, to play or cuddle with them. They have chosen to have him sleep overnight in a large crate because of his size & fear of injuring him in their sleep. Tank does, however, love a nice afternoon nap on the bed with them.

Our vet estimates that Tank is about 2-3 years old. He seems to adapt to new situations quickly. Tank weighs about 2.8 pounds, and is slightly underweight. We have him on a high nutrition diet so he can safely gain a little weight. Our vet thinks he should be about 3.5 to 4 pounds at his ideal weight. He will always be a tiny dog. Ideally, we are looking for a family that is experienced with very small dogs for his forever home.

Tank loves going outside and exploring the backyard. Note that Tank is small and therefore will always need his human nearby while he is out (there are instances where hawks or large birds will swoop down and pick up small dogs under 5 pounds, so you will want to be there to protect Tank). We also want to emphasize that your fence must be very secure. Tank is so tiny that she can easily slip under the smallest opening in a fence, so he will need to be in a home with a solid, fenced yard (preferably wooden fence). Note that he does like to explore and will definitely check out your fence area. Please be sure that your yard and home are very secure in all aspects.

Tank has not been in foster care long, so he is not housebroken yet. He is very smart and will hopefully train easily. We are working with him daily and have already seen improvement in the time he has been with us.

Tank’s ideal home would be one with activity and lots of love to share. We think Tank would enjoy another small dog as a buddy, but we also think he would do fine as an only dog as long as his family was around a lot and gave him lots and lots of love. He would be great for a work at home or retired family where he could spend the afternoon on a warm lap. Tank is generally very quiet, but he will probably alert you if he hears someone coming! Due to his tiny size and small frame, he should not be in a home with children.

This little guy is so sweet, and we are excited to help him find his forever home.!

Tank is being fostered in the Dallas/Ft. Worth, Texas area. Our CRT adoption form can be found at: https://www.chihuahua-rescue.com/adoption-application/",NA,NA,NA,4.44,"Min Pin's, Chihuahuas & Dachshunds Needing Adopted, Rescued Or Rehomed",2021-05-20T00:00:00Z
NA,CentralCaliforniansforBernieSanders2016,773019356148648,FAN_PAGE,US,"Bernie Sanders for President 2020!  
(formerly) Bernie Sanders for President 2016! -----> 2020
A page to share Bernie information.
",2015-07-11T01:16:55Z,3138,3041,2021-06-24T09:41:54Z,2021-06-24,09:41:54,Native Video,2,1,0,1,0,0,0,0,0,0,share,-,8,0,0,00:00:00,https://www.facebook.com/773019356148648/posts/4074319469351937,NA,https://www.facebook.com/groups/1883211201905753/permalink/3290614744498718/,NA,NA,Bill,"After being asked about Critical Race Theory, Chairman of the Joint Chiefs of Staff General Mark Milley delivers an answer every American should watch.",NA,NA,NA,-0.88,Central Californians for Bernie Sanders 2020 formerly 2016,2021-06-24T00:00:00Z
NA,NA,1276895192515173,none,NA,NA,NA,75572,NA,2021-09-12T01:42:24Z,2021-09-12,01:42:24,Photo,0,0,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/1276895192515173/permalink/1695399163998105,NA,https://www.facebook.com/photo.php?fbid=350460979799489&set=a.357984719170988&type=3,NA,NA,Cao Uyen Store,"Set áo caro mix chân váy đuôi cá
Vải dạ caro quảng châu siêu đẹp
Dáng áo crt dễ mặc, chân váy đuôi cá xoè rộng, có quần trong đi lại thoải mái
#189K

Link nhóm sỉ https://zalo.me/g/rdmivm729",NA,NA,NA,-52,Thanh lý đồ với giá hạt dẻ Biên Hoà Đồng Nai,2021-09-12T00:00:00Z
Wags and whiskers rescue page,NA,302402180096307,none,NA,NA,NA,2810,NA,2020-12-11T20:14:40Z,2020-12-11,20:14:40,Photo,4,2,0,2,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/302402180096307/permalink/1347993332203848,"TO BE KILLED TUESDAY 12/15/20 PUBLIC ADOPTABLE LEONIDAS 107948 AT MANHATTAN ACC He was found tied up outside with no water no shelter no food and abandoned he searched every face for the people he loved. Shy by nature, it took him settling in to find his rudder and at this assessment he was highly social, soft and sweet, leaning into the assessor for comfort. Leonidas desperately needs a new family to love 12/1/2020-Leonidas is a bit tense when greeting a female dog at the fence. After a minute he begins to soften and play bows.HE NEEDS A FOSTER ADOPTER OR A RESCUE",https://www.facebook.com/mldsavingnycdogs/photos/a.1454389354747330/1462148480638084/?type=3,NA,NA,Must Love Dogs - Saving NYC Dogs,"SAFE - RESCUED BY AMSTERDOG RESCUE PLEASE HONOR PLEDGES OR DONATE TO  https://www.amsterdog.org/donate.

FOUND TIED UP BY THE POLICE, precious young Leonidas felt the need to defend and protect himself when he was being examined. This beautiful chocolate boy with expressive eyes obviously didn’t have a good start in his life. Bloody diarrhea, then abandoned tied up, Leonidas’ people most probably had very little regard for him. Yet after being treated the way he was, and under all that fear, Leo has warmed up and has become highly social to staff members he has grown to like. Leonidas has a good heart, waiting for the right human to bring out the best in him. In spite of his initial lunging and barking, Leonidas earned a Level 3 rating because he has shown his good side. Please someone save this boy who just wants to make friends, if only he was given love and kindness early in his life. It’s not too late because Leonidas WANTS TO TRUST ! Please advocate for this poor boy whose life will end soon.

Meet Leonidas! Can you help this stray Spartan find his forever home?!

LEONIDAS@MANHATTAN ACC
Leonidas ID#107948, 3 years old, 64 lbs
Large Mixed Breed, BLACK/WHITE unaltered male
Came into shelter as a STRAY
Zip Code: BROOKLYN NY 11201
Medical Behavior: 4. Orange
Behavior Assessment Rating: LEVEL 3
INTAKE DATE: 11/27/2020

DVM Intake Exam
Estimated age: 2-3y
Microchip noted on Intake? scanned positive
History: Stray found tied up outside. Brought in to the shelter by police. Had diarrhea several times in intake room. Straining and blood in stool.
Subjective: BAR
Observed Behavior - Easily leashed and taken out of kennel, but has tense body. When approached for exam lunges and snaps with no growling. Hackles raised. Sedated for exam 0.4ml dexmedetomidine 500mcg/ml, 0.4ml ketamine 100mg/ml, 0.4ml butorphanol 10mg/ml.
Evidence of Cruelty seen -no
Evidence of Trauma seen -no
Objective
T =
P =wnl
R =wnl
BCS 4/9

EENT: Eyes clear, ears clean, no nasal or ocular discharge noted
Oral Exam: muzzled during exam, clean adult upper canines
PLN: No enlargements noted
H/L: NR, NMA, CRT < 2, Lungs clear, eupneic
ABD: Non painful, no masses palpated
U/G: male intact, 2 testes palpable in scrotum
MSI: Ambulatory x 4, skin free of parasites, no masses noted, healthy hair coat
CNS: Mentation appropriate - no signs of neurologic abnormalities
Rectal: normal external

Assessment:
diarrhea

Prognosis:
good

Plan:
-intake tasks
-fenbendazole 70 lbs dose PO SID x5d
-neuter
-trazodone 100mg 1 and 1/2 tablet PO BID indefinitely unless otherwise instructed for in shelter FAS

SURGERY: Okay for surgery

Behavior: 
11/29: Leonidas is a bit tense when greeting the helper dog on leash. He does soften slightly and offer a brief wag with prolonged greeting.

Animal Behavior Saved At: 1-Dec-2020 11:41:34.000
Animal ID: 107948
Animal Name: Leonidas
Age: 3 Years
Tag Number:
Breed: Large Mixed Breed
Gender: Male
Spayed / Neutered: No
Handler:
Observer:

Behavior Assessment Date: 12/1/2020
Date of intake: 27-Nov-2020
Spay/Neuter status: No
Means of surrender (length of time in previous home): Stray

SAFER ASSESSMENT:
Date of assessment: 1-Dec-2020

BEHAVIOR:
Summary:
Leash Walking
Strength and pulling: Moderate
Reactivity to humans: None
Reactivity to dogs: None
Leash walking comments: None

Sociability
Loose in room (15-20 seconds): Highly social
Call over: Approaches readily
Sociability comments: Body soft, stays by assessor

Handling
Soft handling: Seeks contact
Exuberant handling: Fearful
Handling comments: Body soft and leaning in. Head flips and spins around when leg is touched

Arousal
Jog: Follows (loose)
Arousal comments: None
Knock: Approaches (loose)
Knock Comments: None
Toy: No response
Toy comments: None

DOG-DOG:

Summary:
12/1/2020-Leonidas is a bit tense when greeting a female dog at the fence. After a minute he begins to soften and play bows.
11/29/2020: Leonidas is a bit tense when greeting the helper dog on leash. He does soften slightly and offer a brief wag with prolonged greeting.

FUN FACTS:

INTAKE BEHAVIOR:
Date of intake: 27-Nov-2020
Summary: Barking & lunging at pickup

MEDICAL BEHAVIOR:
Date of initial: 28-Nov-2020
Summary: Tense, hackles raised, sedated for exam.

ENERGY LEVEL: We have no history on Leonidas so we cannot be certain of his behavior in a home environment. However, he is a young, enthusiastic dog who will need daily mental and physical activity to keep him engaged and exercised. We recommend long-lasting chews, food puzzles, and hide-and-seek games, in additional to physical exercise, to positively direct his energy and enthusiasm.

BEHAVIOR DETERMINATION: Level 3

Recommendations:
No children (under 13)

Recommendations comments:
No children: Due to the potential for defensive aggression that Leonidas has displayed, along with him being very fearful with unfamiliar people, we recommend an adult only home.

Potential challenges:
Basic manners/poor impulse control
Fearful/potential for (truncated)",NA,NA,NA,-0.76,NA,2020-12-12T00:00:00Z
NA,FR.France.fr,77137205042,TOURIST_INFORMATION,FR,"Compte officiel de l'Office de Tourisme de la France
Vivez, expérimentez et partagez la France avec nous ici.",2008-09-16T13:03:10Z,2006372,2010932,2021-08-01T07:13:06Z,2021-08-01,07:13:06,Photo,24227,15525,2032,2757,3675,179,7,2,0,50,NA,-,0,0,0,N/A,https://www.facebook.com/77137205042/posts/10165444632090043,"[Plein les yeux] Et si on remontait le temps dans les villages français ? Cap sur Collonges-la-Rouge, un village de Corrèze qui porte bien son nom ! Avez-vous déjà visité ce village classé parmi Les Plus Beaux Villages de France ? #JeRedécouvrelaFrance Vallée de la Dordogne | Corrèze Tourisme | CRT Nouvelle-AquitaineCorrèze TourismeVallée de la DordogneLes Plus Beaux Villages de France ? 📸 Atout France/Best Jobers - Adobe Stock/Thomas Launois - Adobe Stock/Laura",https://www.facebook.com/FR.France.fr/photos/a.10150703844355043/10165444631995043/?type=3,NA,NA,Photos from France.fr's post,NA,NA,NA,NA,170.61,France.fr,2021-08-01T00:00:00Z
Navasota,NA,520416711323318,none,NA,NA,NA,2667,NA,2021-10-06T13:30:49Z,2021-10-06,13:30:49,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,0,0,00:01:56,https://www.facebook.com/groups/520416711323318/permalink/4717908384907442,NA,https://www.facebook.com/FreedomWorks/videos/386943406241242/,NA,NA,FreedomWorks,Rev C.L. Bryant is teaching a lesson on the flaws of 'Critical Race Theory' curriculum,NA,NA,NA,-40,NA,2021-10-07T00:00:00Z
NA,NA,1273564602737229,none,NA,NA,NA,10806,NA,2020-05-23T00:09:27Z,2020-05-23,00:09:27,Photo,49,38,6,1,0,1,3,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/1273564602737229/permalink/3170283119732025,အဂၤပူ ၿမိဳ႕ အမွတ္ ( ၃ ) ရပ္ လက္ရွိ Ac 220 V ဓာတ္အား လိုင္း အေျခ ေန တစ္ခါတစ္ေလ ေတြး မိတယ္ ငါတို႔ေတြ ဂ်ပန္ နိုင္ငံ ျမန္း ေရာက္ေန သလား ေပါ့ 😛😛😛 ( မီးအား ျမင့္စက္မရွိ ပဲ ) ေရမတင္နဲ ့ မေန႔ က ကြၽန္ေတာ့္ အိမ္က ေရပန္႔ ေလာင္သြား ၿပီ မီးအား 160 ေအာက္ က်ရင္ Tv မၾကည့္ နဲ ့ CRT TV ဆိုရင္ အထဲက AVR Regulatorပိုင္း ေတြေလာင္မယ္ ဆိုင္တစ္ခါ ပို ႔ လို ႔ ဘယ္ေလာက္ ကုန္မလဲ ဆို တာ သိတယ္ေနာ္ မီးထြန္း လို ႔ မီးေခ်ာင္းဆို LED မဟုတ္ရင္ ကြၽမ္းမယ္ က်န္တဲ့ ရပ္ကြက္ ေတြ လမ္း ေတြ ဘယ္ လို ရွိမလဲ မသိ . . . .,https://www.facebook.com/photo.php?fbid=1327181217467455&set=gm.3170283119732025&type=3,NA,NA,Photos from Ingapu Thaw Zin's post,NA,NA,NA,NA,-1.94,အဂၤပူၿမိဳ  ့မွ လိႈက္​လွဲစြာႀကိဳ ဆိုပါ ၏,2020-05-23T00:00:00Z
