post_id,comment_text
https://facebook.com/554909947987311/posts/2591667840978168/posts/2591667840978168,"https://
local21news.com/
news/local/
court-rules-penn
sylvanias-schoo
l-masking-order
-void-and-unenf
orceable?fbclid
=IwAR3bkOKwWmAj
IqmR5WJtxCN65RF
XTODi_CWvLoEX1j
bz0MW-OCKMIju3A
Ik"
https://facebook.com/554909947987311/posts/2591667840978168/posts/2591667840978168,"SMSD Concerned Parents Response…
https://
www.smsdconcerne
dparents.com/
updates"
https://facebook.com/554909947987311/posts/2591667840978168/posts/2591667840978168,"""Susceptible individuals?"" What kind of language is that? And what did you hire Amber Sessoms for and at what rate? The audacity of the people in charge at South Middleton to keep LYING and LYING to the parents. And then to denigrate them as ""susceptible individuals"" for being concerned? Stop lying! Be honest! CRT will continue in SMSD!"
https://facebook.com/554909947987311/posts/2591667840978168/posts/2591667840978168,"The video clips below sound quite a bit like the second half of the letter from the superintendent:
https://
www.youtube.com/
watch?v=FiCpZCp0
4-g"
https://facebook.com/1574680076145381/posts/3149386792008027/posts/3149386792008027,Critical race theory????
https://facebook.com/1574680076145381/posts/3149386792008027/posts/3149386792008027,What is Conecuh County Schools position on CRT?
https://facebook.com/1574680076145381/posts/3149386792008027/posts/3149386792008027,"Complete waste of tax payer money. Teach history as fact, not theory. School systems are going out of their mind on this. Why not post a definition of CRT and defend it publicly."
https://facebook.com/333573036741330/posts/4306387866126474/posts/4306387866126474,"It is nothing more than uninformed people running for school board who are trying to scare people with lies.
If these “candidates” actually knew anything about the curriculum they would have nothing to say. Thank you, Tonganoxie School District for clarifying this issue to uninformed voters who might have been scared by this nonsense.
Sad. Very sad."
https://facebook.com/333573036741330/posts/4306387866126474/posts/4306387866126474,This is all accessible online I don’t really understand why people don’t look it up themselves if they are concerned but thanks for taking the time to address the hysteria. We are thankful for all the USD 464 has done to try to balance everything the last few years and keep the peace. The open communication isn’t something that all schools offer and this is above and beyond what I’ve ever expected to receive from a school. We appreciate you all.
https://facebook.com/333573036741330/posts/4306387866126474/posts/4306387866126474,"Depression, PTSD, and Anxiety are very real. I would like 3 of my friends to post this (not share) so I know who I can talk to if I ever need to.

I wonder who will.

#raiseawareness"
https://facebook.com/333573036741330/posts/4306387866126474/posts/4306387866126474,It's sad that this even needs addressed. It's not okay to throw around triggering phrases just to scare people into action.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,That’s too bad. Teaching black history should be a part of the curriculum.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"The issue is that too many people don’t understand what it means, only what they think it means. Perhaps voters need education on this."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,Mike Johns I am so sorry that you have so much hate in your heart. Also “Burn the whole f***ing school system down” is not a platform for election. You’ve lost my vote.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Too much focus on the “CRT” label. Whatever you call it, if you are teaching white kids they are oppressors and other races that they are oppressed by the oppressors (the white kids), if you are asking children to examine their privilege on a hierarchy, you’re teaching things that many parents don’t want their kids exposed to. The term “CRT” is a distraction. Look at the specific content being taught to the kids. What does it include? Teach the history of America, warts and all. Anything else that causes hatred of America or of other races needs to go."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"If you are involved in your children's education and are confident in your parenting skills then you shouldn't be afraid of anything taught in public schools.
That being said, CRT is not being taught in any public schools.
If you fear your children are somehow being indoctrinated at school, HOME SCHOOL THEM."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"You may not call it CRT but your diversity and equity BS and SEL is the same thing! I’m so tired of the lies and you thinking as you said at a meeting “when your kids are in our buildings we are their parents”. No, No you are not their parents! You can call it Social Emotional Learning and make it sound all warm and fuzzy but you are damaging our kids. You are trying to raise activists! You act as if parents are the problem and teach kids not to listen to their parents. It’s true if your child has a strong family unit it shouldn’t matter but all these suburban kids running with Antifa were brainwashed by their school systems to think they were fighting for something good. We need a whole new school board."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,As told by a current school board memeber they teach our kids to live in a globalist society. What?? Again no need for that in school.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Do people even know that Critical Race Theory is only taught in colleges and universities? This is from Education Week: ""Critical race theory is an academic concept that is more than 40 years old. The core idea is that race is a social construct, and that racism is not merely the product of individual bias or prejudice, but also something embedded in legal systems and policies.

The basic tenets of critical race theory, or CRT, emerged out of a framework for legal analysis in the late 1970s and early 1980s
created by legal scholars Derrick Bell, Kimberlé Crenshaw, and Richard Delgado, among others.""
This is obviously too intellectual and abstract a theory to be taught in schools. It's for higher education."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Critical race theory, in it self, is very educational and enlightening. However, when it comes to teaching it in our public schools, I am not fond of it. The biases and prejudice (we all have) get in the way of the message behind it."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"They can spin and twist it anyway they want but they do not need to teach my child about being socially aware and self aware. Stick to the basics math, reading etc."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,As always the comments section is filled with hate and fear regarding issues that support equity in our community. 😔
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,I am not against CRT What I am against though is someone running for the board that is trying to use it as a scare tactic to be elected in. The same person that blocks parents when they dont agree (very adult and clearly not the right temper for the board). Or the same person who wants to cut bussing down to only a half a mile and wants to sue the district they deem they care so much about knowing a frivolous lawsuit would cripple our district. Its ridiculous.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"This is disappointing tbh. What is the district doing to teach kids about racism, black history, native history? Is it being embedded into US history courses? PCSD is a district that NEEDS to include SOMETHING about race/racism, offer black history classes SOMETHING. How is this helping and supporting kids of color? How will PCSD support kids of color? Because with this, it shows me and many other people of color that live in the district that you don’t really care.

The comments on this thread are also absolutely disgusting and goes to show just how much race and POC history needs to be taught."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Critical race theory is not being taught in Parma City Schools. History is, and as we all know our past is not always pretty but It must be taught. Countries around the world teach their own history. Do you think Germany has it easy? Or England? We must learn from our past.
Not teaching our children history will put them at a disadvantage."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"It’s also weird to me that all of the board members are like 70 years old. How about voting people onto the board that actually have kids in the school system, that are involved in the district. It’s time to vote these people out"
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,Am I the only one who is embarrassed with the arguing on this post.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"I see Most of Parma hasn’t changed since I lived there. It’s a shame people that are commenting actually have no idea what CRT actually is, and are just repeating what they watch on their “news” channel."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,I'm so sorry that so many in Parma are afraid of CRT.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Allowing an area to report micro aggressions, is CRT! Equity in education is not equality in education. ""Equity in education is directly out of CRT!
The schools hired Crista Boske to consult on the embrace all program. All of Boske's publications are about CRT in schools. The board has approved all of these programs. Yes the school board is responsible for bringing CRT into our schools. It is just that simple."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Congratulations
Parma.

This is how your tax dollars are spent. A Superintendent that spends his time on Facebook during school hours.

If this doesn't just highlight how bad this school board/
Superintendent is.........."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"You SHOULD be teaching critical race theory, equity and social justice"
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,Sounds like the current board members are afraid of their challengers.
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Hopefully PCSD graduates can read about and comprehend current events, including politics. Words don’t matter to the crowd that now disrupts civic meetings, like school boards’, and I’m glad law enforcement, all the way to the DOJ, are reigning in the conspiracy nuts."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,They say CRT is now called SEL I am not sure if that is correct I need to do more research
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,Why is everyone so terrified of CRT?
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"https://
lm.facebook.com/
l.php?u=https%3A
%2F%2Fwww.cleve
land.com%2Fopin
ion%2F2021%2F10
%2Fdiversity-an
d-inclusion-is-
being-attacked-
for-something-i
t-is-not-peggy-
zone-fisher.htm
l&h=AT0U_ypCmOw
tZshP5KsK9USs32
aP36UZsb8FErW1C
-NyXrqbxTn_ejas
sKaGqHjDZfASBo7
spsrCDDsU4k4un4
xeXe24BBRUXlvPu
O9xWBvWqrC6M7As
E9rkaMyDlsTXUHP
-JvO7dO_A2vl4"
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Weird messaging coming from a school district....thi
s seems to play into white supremacist values and reinforce some seriously ignorant ideas about what CRT is. If CRT is not informing the curriculum, then whitewashing is."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"If you would like Charlie I can link Boske's work for you. Oh wait, she thanks you in her publications. I am sure you are familiar with her work."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"So, there you have it. Months we have been calling out the school system for incorporating CRT. For months they have denied it . Today the school system removed the page to report microaggression
s. Yes CRT is in our schools. What happens after the election, the page gets put back up."
https://facebook.com/147644668603762/posts/4787297001305149/posts/4787297001305149,"Are you like, proud not teach CRT? Because that's not something to flaunt. Especially when Parma was a literal sundown town.

How about accurate history appropriate to kids' ages? Do you teach that? I'm guessing no based on the ""pilgrims and Indians were friends"" crap my son has gotten the past few years..."
https://facebook.com/57827502171/posts/10157988257862172/posts/10157988257862172,Critical race theory is a graduate level law class. Pretty sure public schools do not offer a graduate level law course.
https://facebook.com/57827502171/posts/10157988257862172/posts/10157988257862172,👏
https://facebook.com/57827502171/posts/10157988257862172/posts/10157988257862172,Yet education is not top priority on the liberal and progressive movement
https://facebook.com/546866082025395/posts/4707383669306928/posts/4707383669306928,Thank you for clearly outlining the challenges faced. There has never been a more important time to work together as a community.
https://facebook.com/546866082025395/posts/4707383669306928/posts/4707383669306928,I totally agree with everything that was said here which makes me wonder why a full team of teachers were cut from the middle school last year? Your words are not matching your actions
https://facebook.com/546866082025395/posts/4707383669306928/posts/4707383669306928,"I love love love all the teacher my kids have from SRS, WIS and WMS! You guys rock!!! Thank you so much ☺️"
https://facebook.com/546866082025395/posts/4707383669306928/posts/4707383669306928,Thanks for all you are doing. Being a part of the support staff this year shows me how much educators are doing for our kids. Glad to be part of the team to help our kids win!
https://facebook.com/546866082025395/posts/4707383669306928/posts/4707383669306928,The counselor from River Valley that was at Abner had moved to Greenfield. Will there be a new counselor from River Valley available to our children soon?!
https://facebook.com/546866082025395/posts/4707383669306928/posts/4707383669306928,"You can't improve what you can't measure. If ""standardized test scores and outdated accountability data"" are not helpful as you say above, what would WPS and the other school districts in the Commonwealth recommend as an alternative? How would they gauge performance in a way that is consistent across districts? Across the country? How should the public compare administrators,
leaders, educators? How can they measure student achievement and readiness for their next phase in life (grade advancement, college, workforce, military service, etc...)?

Schools and communities across the country are facing the same challenges. We all get it. However, some districts are clearly outperforming others. Some are struggling to reach mediocrity."
https://facebook.com/265398816983536/posts/1750481115141958/posts/1750481115141958,Yes there’s a lot that needs to be taught at school and not based only on tests just a thought
https://facebook.com/251371488389157/posts/1709843122541979/posts/1709843122541979,Jennifer Trace Dodson
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,proud of yall
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank you!!!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Very good
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank you 🙏🏼
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank goodness!!!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Good
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank you!!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Pathetic. We NEED CRT taught across the curriculum K-12.
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Hide history won't erase history! It's history! Face it or be a loser. Again!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,"https://
webnew.ped.state
.nm.us/bureaus/
literacy-humanit
ies/
social-studies/
?fbclid=IwAR2ktk
x77YjXBkT5kekPw
9yVI9QboB8wYX_6
dHVEbJf2MQ6kBL9
xUF3DiHU"
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,So glad to hear.
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Angie Gladden
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank you!!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,So thankful!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,THANK YOU SO MUCH!! 🙌
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,My children will never attend a school that implements CRT. Good decision.
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Good job Farmington Municipal Schools!! 👏🏼👏🏼👏🏼
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,When one hides from reality they only hide from themselves!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank you FMS!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,TY Jesus! Hallelujah! ❤️🙏😊
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,"When I was an English teacher at FHS and PV, I taught the history of the Southwest, warts and all, in American Lit. Most of my colleagues did the same. We also taught Broken Circle."
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Great news
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,"Yup, sounds like you’re a small town in the middle of nowhere. Pretty sure most of my education occurred outside of FMS with the exception of a few good teachers."
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thanks for for the Good news
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,"Head, meet sand."
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank God!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,We will see what happens in 2023!!!
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,All this tells me is that Farmington is dripping in white fragility. It’s just a thought. You all have a great day.
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Let’s not forget students of color make up the majority of school aged children 🙄
https://facebook.com/234050013364205/posts/3640499356052570/posts/3640499356052570,Thank you! Critical Race Theory is itself racist. I'm all about teaching young people to judge a person by the content of their character not by the color of their skin. Character counts!
https://facebook.com/158178810919178/posts/6043190589084608/posts/272029051428977,Where is the part that she talks about critical race theory?
https://facebook.com/322676618110440/posts/1498302857214471/posts/1498302857214471,"Where can this be found, please? ""A reminder to view our COVID-19 protocols for contact tracing and quarantine/
isolation posted on our website @stark100. We remind you that options 2-4 are only available if you follow the health departments guidelines of daily check-ins via text or app once placed into COVID isolation or healthy Quarantine. If these daily contacts with the Health Department are not made the time out of school will be 14 days."""
https://facebook.com/1406688319550986/posts/3123794961173638/posts/3123794961173638,"Thank you to the administration for tackling these tough issues head-on through a series of town halls. These are difficult conversations, and it's refreshing to see parents have a forum to express their concerns. And BRAVO to Janah for articulating her position so well, despite the potential opposition."
https://facebook.com/1406688319550986/posts/3123794961173638/posts/3123794961173638,Im still wondering why this meeting was scheduled during open house? And all year last year I was told kids are only going to school 4 days to lower the risk of covid but last night superintendent said it was due to short staff??
https://facebook.com/1406688319550986/posts/3123794961173638/posts/3123794961173638,#proudtobeKCSD
https://facebook.com/116617135041809/posts/4263558953680919/posts/4263558953680919,"Ah, the Prescott e news must be so excited that they have politicians working hard to make sure no one will be given the historical knowledge or critical understanding to counter argue the professional racists they like to repost to their publication."
https://facebook.com/239600186140492/posts/3762601983840277/posts/3762601983840277,"Thank you for your efforts in explaining the CRT. It has taken on a life of it's own. I support what you both do, regardless."
https://facebook.com/239600186140492/posts/3762601983840277/posts/3762601983840277,"Thank you, Ray. This is excellent."
https://facebook.com/239600186140492/posts/3762601983840277/posts/3762601983840277,Riley Hall
https://facebook.com/185850194793977/posts/4231372743575015/posts/4231372743575015,Are you requiring masks for the in-person attendees?
https://facebook.com/185850194793977/posts/4228493867196236/posts/4228493867196236,"You may wish to review prior to the meetings, curriculum based on CRT: https://
www.pittsfordsch
ools.org/cms/
lib/NY02205365/
Centricity/
Domain/1054/
Grade%208%20WORD
S%20PCSD%20pilo
t.pdf.pdf https://
www.pittsfordsch
ools.org/cms/
lib/NY02205365/
Centricity/
Domain/1054/
11th%20Grade%20H
OUSING%20PCSD%2
0pilot.pdf"
https://facebook.com/185850194793977/posts/4219325594779730/posts/4219325594779730,"Yes, CRT is a Marxist theory, typically taught at the college level. The BLM movement is an example of putting the theory into practice to achieve social justice by fostering racial division. The NYS Dept. of Ed CRS is pushing curriculum (Equity, Inclusion, Equality, Social Justice, etc.) that is putting the CRT into practice and indoctrinating children, kindergarten thru 12th grade. Concepts that the developmentally
young will not be able to grasp. Teach facts, foster unity. Parents, grandparents and taxpayers will be interested in see all your lesson plans being inserted into all grades."
https://facebook.com/185850194793977/posts/4219325594779730/posts/4219325594779730,"Looking at some of the players from NYSED that developed the framework, I would say its CRT infused. The NYU Metro Center? I would say the majority that developed this from the state are pro-CRT. Also you should clarify re: required by the state. Its not."
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Truly some great speeches in support of the ban from the community during discussion!
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"We are short staffed as it is. If they would have passed this, they would have lost a lot more teachers!"
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"Wait...so not only are they saying they won't abide by covid mandates...as a PUBLIC school system...but also that there should be no talk about oppressors and oppressed?!?!

Anyone else's junior high social studies curriculum included a week-long viewing of 'Roots'?"
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"I’m truly sad that the vote came down to 3-2. True Americans know that CRT is destructive in its very nature. Blaming us today for our ancestry is not the way to pave the way to the future. Those who want CRT, forgot Martin Luther King’s words: “ ""I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin but by the content of their character."" It’s truly sad that we still have a long way to go thanks to CRT and those dumb enough to not understand it’s true nature."
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"So in other words, they’ve taken the correct decision to actually teach history, while not teaching our children to be racist. I’m very happy that reason and common sense won the day."
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Smoke and mirrors. This changes nothing in the classroom but if it makes you feel better I guess. 😂
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Standing for common sense.
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,You can’t rewrite history. Trying to cover up America past is a disservice to our students. Shame on this board for buckling to the GOP agenda.
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Name the board member so the parents can demand their removal from the board
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,I truly appreciated the conversation last night and am very happy that the board voted this way. Thank you D49.
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,This is excellent news. Thank you for being a voice of reason and sanity!
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"Awesome. BUT, It only passed on a narrow margin? 3-2 vote. Those 2 are not listening to what's going on."
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"Babies are born innocent and colorblind to race, not taught racism until their parents teach it to them. If people would just stop looking at color then this whole racism thought would end within a couple generations. If you think in terms of race whether white or not then you are the problem."
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Thank you so much D49 for having the 🏀⚽️ to stand up to this garbage!
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,that is stupid I have neve had white privileage
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"No surprise that a district who had to reach a settlement agreement with the Department of Justice for their response to racial harassment and discrimination would vote this way. Whitewash history for the students. How do you teach about the Civil War without talking about how the white people oppressed the enslaved people of Africa? https://
www.justice.gov/
opa/pr/
department-justi
ce-reaches-sett
lement-agreemen
t-colorado-scho
ol-district-add
ress-racial"
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Way to go D49.
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Thank you for standing strong
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Good call!
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"Great speakers at 1:28:21, 1:31:15, 1:38:24, etc."
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"Thank you, D49!"
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Thank you!!
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Bravo.
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Thank you!!!
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,miss read congrats
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Is it willing ignorance or snowflake feels?
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,"America was founded on the backs of enslaved Africans so to act like it wasn’t and refuse to teach a significant part of history is a cowardly move. If you cannnot be mature enough to handle a conversation about race without getting your feelings hurt then you are the problem. Teach the vile history and learn from it to become a better nation, not cover it up."
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Justin Hickman
https://facebook.com/141517542533343/posts/4438843109467410/posts/4438843109467410,Good for them
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,"This is so very important!There
are many misleading posts that have been circulating. The Leader in Me has been near and dear to my heart for the past 11 years. “It empowers students with the leadership and life skills they need to thrive in the 21st Century.” I’ve been using the 7 Habits of Happy Kids with my students for 11 years. I’ve witnessed how it helps our learners and staff to grow as they take responsibility for their own words and actions, as they set goals and make plans, as they learn to prioritize, as they learn to work together, as they learn to become effective and empathic listeners, and as they learn to balance all aspects of their lives. If anyone has any questions about TLIM/7 Habits, I’d be more than happy to speak with you."
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,"Who is paying for this ""philosophy"" or ""brainwashed cult-like atmosphere""?"" Oh wait....I am. My bad. It is a fact that 99% of people are NOT leaders. Leadership create false expectations that most children know they cannot live up do therefore, depression sets in. The world doesn't need more people pretending, it needs productive members of society. (""You don't accomplish anything with a room for of Chiefs, it needs more Indians to get the work done."") WHY does this school district need a philosophy??? Teach the children reading, writing, arithmetic, TRUE history, home-ec, how to change oil or a tire, ETC. and all else will fall into place. What about freedom of choice? Can parents choose whether to allow this failed philosophy to be taught to their children? Oh wait! Choice is ONLY for approved things. My bad again! What happens when a child is marked as a ""bad leader?"" ""A group of retired teachers think that this may be a roundabout way of introducing children to Saul Alinsky or Socialist-Commu
nist ideas."" This is also teaching children a form of religion. Isn't that the parents job? (For those who don't understand quotations, it is not my words, I quoted them. Yes, I read about it and there is more to it, blah, blah blah! Nothing worth wasting my time on since this school district does not value freedom of choice, but rather encourage separation into groups. It's their group or the WRONG group and you MUST comply with their group!!!)"
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,"This is a blog post written by a former teacher who has some issues with the Leader in Me program. Even more enlightening, IMO, are the many comments left below the post from parents along with current and former teachers who have experienced the program in their own school districts. (not all are negative) Mind you, the post is from 2014 and the comments go up to at least 2020, so this program has been around for awhile. The more information we have, the better questions we can ask regarding this program. https://
www.cultofpedago
gy.com/
problems-with-le
ader-in-me/"
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,"On the district’s website, the district says Critical Race Theory is not taught as part of the curriculum. Yet, earlier on the district’s page, Critical Race Theory is defined as “not a curriculum or inclusion training”, rather a “theory”. Critical Race Theory does not show up in districts as a visible curriculum. Also- if this issue is so very important to the district to clarify, how about a real person record the message that gets sent out to parents rather than some robotic voice?"
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,"How did the district pay for this! Additionally, why are we one of the only districts in the US to participate in this program? Teachers were invited to visit other schools that used LIM, but that committee was disbanded before we could investigate and on serve. Why? ."
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,I hope everyone reads the link. I think that will help.
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,Why was my comment about options to opt out taken down?
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,Lisa Reber
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,Courtney Keller 🙂
https://facebook.com/137748559605428/posts/4267988433248066/posts/4267988433248066,"Then you aren’t planning on teaching about race and sexual biases?
Stop mentally manipulating children. You pointing out race causes racist. You pointing out genders is grooming.
Both horrible things to be teaching. And one is a crime.
Be careful because we are watching.
Keep race/genders teaching out of our school."
https://facebook.com/141517542533343/posts/4435550399796681/posts/4435550399796681,Are we planning to address the internal memo the news got ahold of about essentially pretending COVID-19 doesn't exist? I think that's a bit more of a pressing issue.
https://facebook.com/141517542533343/posts/4435550399796681/posts/4435550399796681,"CRT is the new boogeyman of those who don't want to talk about real issues. It's not a thing outside of universities. MASK MANDATES, PROTECTING OUR CHILDREN. Talk about actual issues affecting our kids."
https://facebook.com/141517542533343/posts/4435550399796681/posts/4435550399796681,Just wanted to stop in and say great job to the security team! Loved that part of this meeting. He provided such great information and I LOVE that they are running scenarios in our schools. (Prior CRASE instructor). Would love more information on the “I love you guys” approach. I’ve been out of security since 2016 and it looks like the steps have changed a bit. If anyone can point me in the direction; didn’t catch the speakers name and the meeting is still live streaming (can’t rewind).
https://facebook.com/141517542533343/posts/4435550399796681/posts/4435550399796681,Absolutely NO CRT in our schools!
