comment_text,url,post_created_date,page_name,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,message,nces_id,post_id,overperforming,followers_at_posting,state_combined,n_students_combined
Thank you for the clarification,https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Excellent communication. Thank you, and welcome!",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thank you for lending your expertise to our district in a challenging time. I appreciate you trying to speak truth to the largely unfounded CTR concerns you referenced. Certainly there is room for growth, but its been embarrassing to see parents slander educators and board members. Thanks for this letter and for the triage work you are doing!",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Great note. Good accomplishments
in the short term in office. Hoping you are able to make change happen and stick. Much needed leadership!",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I love being called a “susceptible individual” for me and my kids experiencing the effects of JEDI/CRT/
Social Justice being implemented at South Middleton. Thanks for helping to “unite” our town with this thoughtful letter. 🤯🤣",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://
local21news.com/
news/local/
court-rules-penn
sylvanias-schoo
l-masking-order
-void-and-unenf
orceable?fbclid
=IwAR3bkOKwWmAj
IqmR5WJtxCN65RF
XTODi_CWvLoEX1j
bz0MW-OCKMIju3A
Ik",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SMSD Concerned Parents Response…
https://
www.smsdconcerne
dparents.com/
updates",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"""Susceptible individuals?"" What kind of language is that? And what did you hire Amber Sessoms for and at what rate? The audacity of the people in charge at South Middleton to keep LYING and LYING to the parents. And then to denigrate them as ""susceptible individuals"" for being concerned? Stop lying! Be honest! CRT will continue in SMSD!",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The video clips below sound quite a bit like the second half of the letter from the superintendent:
https://
www.youtube.com/
watch?v=FiCpZCp0
4-g",https://www.facebook.com/554909947987311/posts/2591667840978168/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Complete waste of tax payer money. Teach history as fact, not theory. School systems are going out of their mind on this. Why not post a definition of CRT and defend it publicly.",https://www.facebook.com/1574680076145381/posts/3149386792008027/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
What is Conecuh County Schools position on CRT?,https://www.facebook.com/1574680076145381/posts/3149386792008027/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Critical race theory????,https://www.facebook.com/1574680076145381/posts/3149386792008027/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"It is nothing more than uninformed people running for school board who are trying to scare people with lies.
If these “candidates” actually knew anything about the curriculum they would have nothing to say. Thank you, Tonganoxie School District for clarifying this issue to uninformed voters who might have been scared by this nonsense.
Sad. Very sad.",https://www.facebook.com/333573036741330/posts/4306387866126474/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
This is all accessible online I don’t really understand why people don’t look it up themselves if they are concerned but thanks for taking the time to address the hysteria. We are thankful for all the USD 464 has done to try to balance everything the last few years and keep the peace. The open communication isn’t something that all schools offer and this is above and beyond what I’ve ever expected to receive from a school. We appreciate you all.,https://www.facebook.com/333573036741330/posts/4306387866126474/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Depression, PTSD, and Anxiety are very real. I would like 3 of my friends to post this (not share) so I know who I can talk to if I ever need to.

I wonder who will.

#raiseawareness",https://www.facebook.com/333573036741330/posts/4306387866126474/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
It's sad that this even needs addressed. It's not okay to throw around triggering phrases just to scare people into action.,https://www.facebook.com/333573036741330/posts/4306387866126474/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
That’s too bad. Teaching black history should be a part of the curriculum.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The issue is that too many people don’t understand what it means, only what they think it means. Perhaps voters need education on this.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Too much focus on the “CRT” label. Whatever you call it, if you are teaching white kids they are oppressors and other races that they are oppressed by the oppressors (the white kids), if you are asking children to examine their privilege on a hierarchy, you’re teaching things that many parents don’t want their kids exposed to. The term “CRT” is a distraction. Look at the specific content being taught to the kids. What does it include? Teach the history of America, warts and all. Anything else that causes hatred of America or of other races needs to go.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Johns I am so sorry that you have so much hate in your heart. Also “Burn the whole f***ing school system down” is not a platform for election. You’ve lost my vote.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"If you are involved in your children's education and are confident in your parenting skills then you shouldn't be afraid of anything taught in public schools.
That being said, CRT is not being taught in any public schools.
If you fear your children are somehow being indoctrinated at school, HOME SCHOOL THEM.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Do people even know that Critical Race Theory is only taught in colleges and universities? This is from Education Week: ""Critical race theory is an academic concept that is more than 40 years old. The core idea is that race is a social construct, and that racism is not merely the product of individual bias or prejudice, but also something embedded in legal systems and policies.

The basic tenets of critical race theory, or CRT, emerged out of a framework for legal analysis in the late 1970s and early 1980s
created by legal scholars Derrick Bell, Kimberlé Crenshaw, and Richard Delgado, among others.""
This is obviously too intellectual and abstract a theory to be taught in schools. It's for higher education.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Critical race theory, in it self, is very educational and enlightening. However, when it comes to teaching it in our public schools, I am not fond of it. The biases and prejudice (we all have) get in the way of the message behind it.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You may not call it CRT but your diversity and equity BS and SEL is the same thing! I’m so tired of the lies and you thinking as you said at a meeting “when your kids are in our buildings we are their parents”. No, No you are not their parents! You can call it Social Emotional Learning and make it sound all warm and fuzzy but you are damaging our kids. You are trying to raise activists! You act as if parents are the problem and teach kids not to listen to their parents. It’s true if your child has a strong family unit it shouldn’t matter but all these suburban kids running with Antifa were brainwashed by their school systems to think they were fighting for something good. We need a whole new school board.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I am not against CRT What I am against though is someone running for the board that is trying to use it as a scare tactic to be elected in. The same person that blocks parents when they dont agree (very adult and clearly not the right temper for the board). Or the same person who wants to cut bussing down to only a half a mile and wants to sue the district they deem they care so much about knowing a frivolous lawsuit would cripple our district. Its ridiculous.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"This is disappointing tbh. What is the district doing to teach kids about racism, black history, native history? Is it being embedded into US history courses? PCSD is a district that NEEDS to include SOMETHING about race/racism, offer black history classes SOMETHING. How is this helping and supporting kids of color? How will PCSD support kids of color? Because with this, it shows me and many other people of color that live in the district that you don’t really care.

The comments on this thread are also absolutely disgusting and goes to show just how much race and POC history needs to be taught.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
As told by a current school board memeber they teach our kids to live in a globalist society. What?? Again no need for that in school.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"They can spin and twist it anyway they want but they do not need to teach my child about being socially aware and self aware. Stick to the basics math, reading etc.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Critical race theory is not being taught in Parma City Schools. History is, and as we all know our past is not always pretty but It must be taught. Countries around the world teach their own history. Do you think Germany has it easy? Or England? We must learn from our past.
Not teaching our children history will put them at a disadvantage.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I see Most of Parma hasn’t changed since I lived there. It’s a shame people that are commenting actually have no idea what CRT actually is, and are just repeating what they watch on their “news” channel.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Weird messaging coming from a school district....thi
s seems to play into white supremacist values and reinforce some seriously ignorant ideas about what CRT is. If CRT is not informing the curriculum, then whitewashing is.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
No to CRT or any other liberal equivalents.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I heard how racist the Parma area was when I moved here over 20 years ago. I guess nothing really changes here.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"It’s also weird to me that all of the board members are like 70 years old. How about voting people onto the board that actually have kids in the school system, that are involved in the district. It’s time to vote these people out",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
As always the comments section is filled with hate and fear regarding issues that support equity in our community. 😔,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Some people don’t want our schools to become CRT indoctrination camps. Our children need education, not indoctrination.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"So, there you have it. Months we have been calling out the school system for incorporating CRT. For months they have denied it . Today the school system removed the page to report microaggression
s. Yes CRT is in our schools. What happens after the election, the page gets put back up.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I'm so sorry that so many in Parma are afraid of CRT.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Four candidates are endorsed by a website who is pushing CRT front and center.

Guilty by association. Do your homework everyone. 🇺🇸",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My response to CRT is this: Is it true? If it is, it should be taught freely. Who wants history that only the side you like is taught?",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dang. That’s the smartest thing you’ve guys said in 7 years.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"You SHOULD be teaching critical race theory, equity and social justice",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Am I the only one who is embarrassed with the arguing on this post.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Why is everyone so terrified of CRT?,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Are you like, proud not teach CRT? Because that's not something to flaunt. Especially when Parma was a literal sundown town.

How about accurate history appropriate to kids' ages? Do you teach that? I'm guessing no based on the ""pilgrims and Indians were friends"" crap my son has gotten the past few years...",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allowing an area to report micro aggressions, is CRT! Equity in education is not equality in education. ""Equity in education is directly out of CRT!
The schools hired Crista Boske to consult on the embrace all program. All of Boske's publications are about CRT in schools. The board has approved all of these programs. Yes the school board is responsible for bringing CRT into our schools. It is just that simple.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OMG! What horrible things would happen if students actually learn something.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopefully PCSD graduates can read about and comprehend current events, including politics. Words don’t matter to the crowd that now disrupts civic meetings, like school boards’, and I’m glad law enforcement, all the way to the DOJ, are reigning in the conspiracy nuts.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congratulations
Parma.

This is how your tax dollars are spent. A Superintendent that spends his time on Facebook during school hours.

If this doesn't just highlight how bad this school board/
Superintendent is..........",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sounds like the current board members are afraid of their challengers.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boooo did u guys actually look into it? Or did yall just listen to rumors on what it really is?,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
They say CRT is now called SEL I am not sure if that is correct I need to do more research,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Apparently, they aim to keep everyone as possible. Welcome to America.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://
lm.facebook.com/
l.php?u=https%3A
%2F%2Fwww.cleve
land.com%2Fopin
ion%2F2021%2F10
%2Fdiversity-an
d-inclusion-is-
being-attacked-
for-something-i
t-is-not-peggy-
zone-fisher.htm
l&h=AT0U_ypCmOw
tZshP5KsK9USs32
aP36UZsb8FErW1C
-NyXrqbxTn_ejas
sKaGqHjDZfASBo7
spsrCDDsU4k4un4
xeXe24BBRUXlvPu
O9xWBvWqrC6M7As
E9rkaMyDlsTXUHP
-JvO7dO_A2vl4",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"If you would like Charlie I can link Boske's work for you. Oh wait, she thanks you in her publications. I am sure you are familiar with her work.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"So…. How are the kids doing in math, science and the American language? I’d think that they would be more concerned with this along with graduation before they start losing their minds on some liberal agenda to destroy America from within. The PCSD makes it sound like they are in the top 10% of the state schools in rankings. Or is this a distraction to hide their failures? Just for reference, these kids were not alive when 9/11 occurred, they didn’t experience any of this BS, but grew up knowing what divisiveness is! Good job PCSD! You look more silly than you already are!",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
We'd like to see the contract with the NE Ohio Diversity Center that is contracting with NE Ohio school districts.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glad to hear that.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mary Sutter,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Just out of curiosity is there any information on why the district takes the stance on CRT,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
👊💪🇺🇸,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"“Critical Race Theory” is a graduate-level sociological theory, and is about as likely to be taught in public schools as string theory. I would bet that roughly 98% of the people objecting to “CRT” could not define or identify it to save their lives.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The best part about this ""CRT"" bogeyman witch hunt is that it's exposing some of the hidden racist beliefs that a lot of us believed this country was past. The people who are afraid of ""CRT being taught in public schools"" clearly have no idea what it is, but their outrage is bringing modern racism in America into the spotlight.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Cicero,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRT is a graduate/law school level course. It isn't something that's present in any K-12 program.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ignorant people loudly not understanding things.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thank you again for clarifying. I know that there is misinformation being put out by others that are running for the board. I don’t agree that on the school board you should be running as a political party. as you know, nothing ever gets done that way. Vote for what is best for the kids!",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Good!!! Don't need that crap in our schools,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Every school board needs to be as transparent as you regarding this subject.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Johns blocks anyone who does not agree with him. Yet he complains about the format of the school board meetings (I don’t either) - but imagine how he would silence each of you. You wouldn’t be able to enter.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CRT has never been taught in any public K-12 school in the country. It is a graduate level course. Stop spreading blatant lies that only divide people.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
If you think a third grader can understand CRT than you’re dumb enough to believe public schools are teaching it.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I see a lot of Conservatives incorrectly Identifying as the victim again,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Can you actually tell us what critical race theory is? In your own words? I don’t want to hear anyone parroting what they heard from faux news.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
So the folks who tried to prevent a black girl from going to school in 1957 are opposed to their grandchildren learning about how they tried to prevent a black girl from going to school in 1957? Imagine that!,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Today they’re teaching critical race theory, tomorrow Arabic numbers! When will it all end?!?",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://
protectohiochild
ren.net/parma/",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
So you're not allowed to teach history and reality? Seems odd.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://
www.njsba.org/
news-publication
s/
school-board-not
es/
july-27-2021-vol
-xlv-no-2/
what-you-need-to
-know-about-edu
cational-equity
-and-critical-r
ace-theory/",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linda Martin,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Praise the Lord.,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrea Washtock these comments are a fun read! 😬🙄,https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SEL nonsense is basically the same thing. They let flags fly of LGBT and BLM indoctrinating your kids from elementary school on up that it's""okay"" to pick which gender your kid wants to be.

Wake up call - when a baby is born there are only 2 spots on a birth certificate, (one that says Male & the other Female.) The parents of these kids who are picking their kids genders are the ones who need to have a mental evaluation. I have no issue with people having free will to do whatever they want but that's after they are 18 years old. Stop trying to make weird things normal. We are talking about less than 1 percent of 1 percent of the population.

The PCSD has become a disgrace with the lack of leadership at the administrative level.",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oh, right. I forgot that we only teach whitewashed history in school. Terrible Parma City School District and why did you take down the page to report micro aggressions? You’re sending a message and let me assure you, it isn’t the right one",https://www.facebook.com/147644668603762/posts/4787297001305149/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
